NBL ID,NBA ID,Player,From,To,Pos,Ht,Wt,Birth Date
1340,NA,Paul Maki,1942,1942,Guard,6-1,175,"February 1, 1918"
1341,NA,Bobby McDermott,1942,1949,Guard,5-11,180,"January 7, 1914"
1342,NA,Morris,1942,1942,Center-Forward,NA,NA,NA
1343,NA,George Morse,1942,1942,Forward-Guard,6-1,NA,"April 11, 1920"
1344,NA,George Nelmark,1942,1948,Guard,6-1,180,"May 9, 1917"
1345,NA,Woody Norris,1942,1948,Forward-Guard,6-1,170,"June 18, 1919"
1346,NA,Jack O'Brien,1942,1942,Guard,6-1,180,"July 25, 1916"
1347,NA,Red Oberbruner,1942,1942,Forward-Guard,5-11,175,"October 5, 1918"
1348,NA,Lou Possner,1942,1947,Forward-Center,6-3,180,"August 11, 1917"
1349,NA,Jim Rae,1942,1942,Center,6-4,200,"October 7, 1917"
1350,1392,George Ratkovicz,1942,1949,Center-Forward,6-6,220,"November 13, 1922"
1351,NA,Eddie Riska,1942,1949,Guard-Forward,6-0,175,"October 4, 1919"
1352,NA,Eddie Sachs,1942,1942,Guard,6-2,175,"February 11, 1918"
1353,1276,Herm Schaefer,1942,1948,Guard-Forward,6-0,175,"December 20, 1918"
1354,NA,Benny Schall,1942,1947,Forward,5-11,170,"December 8, 1917"
1355,NA,Ted Strain,1942,1942,Guard,6-0,155,"March 1, 1917"
1356,NA,Bill Thompson,1942,1942,Guard-Forward,6-1,190,"February 21, 1920"
1357,1288,Blackie Towery,1942,1948,Forward-Center,6-4,210,"June 20, 1920"
1358,NA,Paul Wallace,1942,1942,Guard,NA,NA,NA
1359,NA,Abe Yourist,1942,1942,Center,6-2,210,"September 9, 1909"
1360,NA,Babe Ziegenhorn,1942,1946,Guard-Forward,6-0,185,"November 21, 1918"
1361,NA,Neal Adams,1943,1943,Forward-Center,6-3,195,"January 21, 1919"
1362,NA,Bob Alwin,1943,1943,Guard,5-10,145,"August 12, 1920"
1363,NA,Shannie Barnett,1943,1943,Forward-Center,6-3,175,"February 8, 1919"
1364,NA,Sonny Boswell,1943,1943,Guard,6-1,180,"May 19, 1919"
1365,NA,Hillery Brown,1943,1943,Forward-Guard,6-3,190,"July 30, 1912"
1366,NA,Ken Buehler,1943,1947,Forward-Center,6-2,180,"November 19, 1919"
1367,NA,Duke Cumberland,1943,1943,Forward,6-2,189,"November 20, 1915"
1368,NA,Gus Doerner,1943,1947,Forward,6-2,195,"February 27, 1922"
1369,NA,Bob Gerber,1943,1948,Center-Forward,6-5,218,"August 1, 1916"
1370,NA,Cortez Gray,1943,1943,Forward-Center,6-5,185,"March 7, 1916"
1371,NA,Roosie Hudson,1943,1943,Guard,6-0,160,"July 15, 1915"
1372,NA,George Jablonski,1943,1943,Center,6-7,215,"July 18, 1919"
1373,NA,Al Johnson,1943,1943,Forward,6-3,210,"August 20, 1913"
1374,NA,Casey Jones,1943,1943,Guard,6-2,175,"June 14, 1915"
1375,NA,Billy Jones,1943,1943,Forward,6-0,185,"February 3, 1914"
1376,NA,Bob Kramer,1943,1947,Guard-Forward,6-3,185,"April 23, 1922"
1377,NA,Ray Krzoska,1943,1945,Guard,6-2,190,"October 28, 1918"
1378,1080,Pete Lalich,1943,1946,Forward,6-2,190,"June 23, 1920"
1379,NA,Gene Lorendo,1943,1943,Forward,6-3,215,"December 7, 1921"
1380,NA,Joel Mason,1943,1943,Guard,6-0,195,"March 12, 1912"
1381,NA,Fred Nimz,1943,1943,Center-Forward,6-3,200,"April 22, 1914"
1382,1380,Johnny Orr,1943,1946,Guard,5-11,180,"June 4, 1918"
1383,NA,Tony Peyton,1943,1943,Forward-Guard,6-2,200,"March 3, 1921"
1384,NA,Al Price,1943,1943,Guard,6-0,180,"September 8, 1917"
1385,NA,Bernie Price,1943,1943,Forward-Center,6-3,180,"September 20, 1915"
1386,NA,Bob Regh,1943,1944,Guard-Forward,6-2,NA,"October 11, 1912"
1387,NA,Warren Schrage,1943,1943,Forward-Center,6-5,190,"July 30, 1920"
1388,1135,Dick Schulz,1943,1946,Forward-Guard,6-2,192,"January 3, 1917"
1389,NA,Bob Schwartz,1943,1943,Forward,6-3,175,"January 14, 1919"
1390,1281,Don Smith,1943,1948,Guard-Forward,6-2,190,"July 27, 1920"
1391,NA,Ted Strong,1943,1943,Forward-Center,6-3,210,"January 2, 1914"
1392,NA,Zano Wast,1943,1943,Forward,6-2,175,"August 20, 1916"
1393,NA,Hal Cihlar,1944,1944,Forward-Center,6-5,210,"July 16, 1914"
1394,NA,Harold Dahl,1944,1944,Forward,5-9,190,"October 19, 1923"
1395,1033,Ned Endress,1944,1946,Forward-Guard,6-2,200,"March 2, 1918"
1396,NA,Gordon Flick,1944,1949,Forward-Center,6-3,200,"August 13, 1921"
1397,NA,Frank Garcia,1944,1946,Guard-Forward,6-0,175,NA
1398,NA,Ed Glancy,1944,1944,Guard-Forward,6-3,180,"January 13, 1917"
1399,1059,Kleggie Hermsen,1944,1946,Center-Forward,6-9,225,"March 12, 1923"
1400,NA,Tony Kelly,1944,1946,Guard,6-1,165,"February 18, 1919"
1401,NA,Vito Kubilus,1944,1944,Guard,6-1,180,"June 29, 1914"
1402,NA,Leo Osiewalski,1944,1944,Forward,6-4,190,"September 25, 1921"
1403,NA,Eric Plahn,1944,1944,Guard-Forward,5-11,155,"July 25, 1919"
1404,NA,John Poncar,1944,1944,Center-Forward,6-3,190,"October 16, 1913"
1405,1189,Chick Reiser,1944,1947,Guard-Forward,5-11,165,"December 17, 1914"
1406,1123,Mel Riebe,1944,1946,Guard-Forward,5-11,180,"July 12, 1916"
1407,NA,Bill Riebe,1944,1946,Guard,5-11,175,"August 15, 1917"
1408,NA,Frank Sachse,1944,1945,Guard,6-0,197,"July 24, 1917"
1409,NA,Ed Scheiwe,1944,1945,Guard-Forward,5-11,170,"February 25, 1918"
1410,2723,Willie Smith,1944,1949,Center,6-5,230,"April 22, 1911"
1411,NA,Bob Sullivan,1944,1948,Guard-Forward,6-0,180,"July 1, 1921"
1412,NA,Willard Swihart,1944,1944,Forward-Center,6-3,190,"August 25, 1914"
1413,NA,Ray Terzynski,1944,1946,Forward,6-1,180,"November 27, 1919"
1414,1411,Clint Wager,1944,1949,Center-Forward,6-6,210,"January 20, 1920"
1415,NA,William Ash,1945,1945,NA,NA,NA,NA
1416,NA,Tom Becker,1945,1945,Forward,6-1,180,"May 17, 1923"
1417,NA,Irv Brenner,1945,1947,Center-Forward,6-4,200,"May 30, 1913"
1418,1015,Michael Bytzura,1945,1946,Forward,6-1,170,"June 18, 1922"
1419,NA,Ralph Churchfield,1945,1945,Guard-Forward,6-5,220,"January 1, 1918"
1420,NA,Freddie Crum,1945,1945,Guard-Forward,6-0,170,"December 3, 1912"
1421,NA,Bill Durkin,1945,1945,Guard,6-1,160,"April 22, 1922"
1422,NA,Hank Evans,1945,1945,Forward-Center,6-3,195,"December 6, 1914"
1423,NA,Ted Fritsch,1945,1947,Guard,5-10,210,"October 31, 1920"
1424,NA,Homer Fuller,1945,1945,Guard-Forward,6-3,220,"January 9, 1920"
1425,NA,Jim Glass,1945,1945,Center,6-8,210,"September 10, 1919"
1426,NA,George Haines,1945,1945,Forward-Guard,5-10,160,"August 2, 1921"
1427,NA,Huck Hartman,1945,1946,Center,6-7,210,"October 23, 1920"
1428,1172,Nat Hickey,1945,1948,Guard-Forward,5-11,180,"January 30, 1902"
1429,NA,Howie Hoffman,1945,1947,Guard-Forward,6-4,195,"December 4, 1921"
1430,NA,Bob Holm,1945,1949,Guard,6-0,200,"January 22, 1919"
1431,NA,Paul Kessy,1945,1945,Forward-Center,6-3,170,"May 17, 1915"
1432,NA,Sid Levine,1945,1945,Guard,5-7,185,"July 9, 1918"
1433,1249,Al Lucas,1945,1948,Forward-Guard,6-3,195,"July 4, 1922"
1434,NA,Johnny Malokas,1945,1946,Guard,5-11,195,"August 1, 1916"
1435,1101,John Mills,1945,1946,Center-Forward,6-8,203,"September 7, 1919"
1436,NA,Al Moschetti,1945,1945,Forward,6-1,180,"January 1, 1920"
1437,NA,John Novotny,1945,1945,Guard,5-10,165,"January 29, 1918"
1438,NA,Frank Otway,1945,1945,Forward,6-4,205,"March 1, 1923"
1439,NA,Pete Pasko,1945,1946,Forward,6-2,190,"September 19, 1919"
1440,1386,Stan Patrick,1945,1949,Forward-Guard,6-2,185,"May 5, 1922"
1441,NA,Joe Proksa,1945,1945,Guard,6-1,185,"June 30, 1914"
1442,NA,Swede Roos,1945,1945,Guard-Forward,6-1,180,"August 8, 1913"
1443,NA,Jack Scarry,1945,1945,Forward-Center,6-3,195,"May 29, 1917"
1444,NA,Al Schrecker,1945,1945,Forward,6-1,160,"July 23, 1917"
1445,NA,Chuck Shanklin,1945,1945,Guard,5-11,175,"September 3, 1921"
1446,NA,Joe Stampf,1945,1945,Center-Forward,NA,NA,"December 16, 1919"
1447,NA,Johnny Stevenson,1945,1945,Guard,5-10,195,"May 25, 1913"
1448,NA,Chet Strumillo,1945,1945,Forward,5-11,175,"May 28, 1924"
1449,NA,John Styler,1945,1946,Forward-Center,6-6,225,"October 19, 1923"
1450,NA,Bob Synnott,1945,1947,Forward-Center,6-3,190,"September 27, 1912"
1451,1285,Hal Tidrick,1945,1948,Forward-Guard,6-1,190,"August 4, 1915"
1452,1289,Dick Triptow,1945,1948,Guard-Forward,6-0,170,"November 3, 1922"
1453,NA,Joe Urso,1945,1946,Guard,5-10,170,"September 17, 1916"
1454,NA,Matt Vaniel,1945,1945,Forward,6-3,170,"November 14, 1981"
1455,NA,Frank Vukosic,1945,1945,Guard-Forward,6-0,170,"April 8, 1915"
1456,NA,Don Warnke,1945,1946,Center,6-9,215,"April 8, 1920"
1457,NA,Herm Weiss,1945,1945,Guard,6-0,180,"July 22, 1916"
1458,1609,Bob Armstrong,1946,1946,Forward,6-1,180,"June 11, 1920"
1459,NA,Carl Baer,1946,1946,Center,6-5,NA,"February 26, 1918"
1460,NA,Bob Baker,1946,1946,Guard,5-11,160,"February 24, 1919"
1461,1006,Frankie Baumholtz,1946,1946,Guard,5-10,170,"October 7, 1918"
1462,1007,Moe Becker,1946,1946,Guard-Forward,6-1,185,"February 24, 1917"
1463,NA,Ray Bellingham,1946,1946,Center,6-8,200,"October 29, 1916"
1464,NA,Bruce Boehler,1946,1946,Guard,5-11,195,"July 8, 1917"
1465,1208,Bob Brown,1946,1946,Forward-Center,6-7,NA,"February 20, 1921"
1466,NA,Marshall Brown,1946,1946,Forward,6-3,170,"June 28, 1918"
1467,NA,Charlie Butler,1946,1947,Forward-Guard,6-2,165,"August 15, 1920"
1468,1021,Chuck Connors,1946,1946,Forward-Center,6-5,190,"April 10, 1921"
1469,1216,Bob Davies,1946,1948,Guard-Forward,6-1,175,"January 15, 1920"
1470,1036,Bob Feerick,1946,1946,Forward-Guard,6-3,190,"January 2, 1920"
1471,NA,George Fields,1946,1946,Forward-Center,5-11,170,"July 9, 1921"
1472,1038,Bob Fitzgerald,1946,1948,Forward-Center,6-5,190,"March 14, 1923"
1473,NA,Chet Francis,1946,1946,Forward,6-2,180,"May 1, 1918"
1474,1169,Herm Fuetsch,1946,1946,Guard,6-0,170,"July 6, 1918"
1475,1047,Jack Garfinkel,1946,1947,Guard,6-0,190,"June 13, 1918"
1476,1051,Pop Goodwin,1946,1946,Forward-Center,6-2,203,"December 22, 1920"
1477,NA,Otto Graham,1946,1946,Forward-Guard,6-1,190,"December 6, 1921"
1478,NA,Al Grenert,1946,1948,Forward-Guard,6-0,190,"July 8, 1919"
1479,NA,Don Harvey,1946,1946,Guard-Forward,5-11,180,"July 29, 1920"
1480,NA,Bob Henshaw,1946,1946,Forward,6-0,180,"September 15, 1918"
1481,1234,Red Holzman,1946,1948,Guard,5-10,175,"August 10, 1920"
1482,1064,Roy Hurley,1946,1948,Forward-Guard,6-2,170,"August 12, 1922"
1483,NA,Larry Kenney,1946,1946,Center,6-1,165,"June 13, 1920"
1484,1241,Bob Kinney,1946,1948,Center-Forward,6-6,215,"September 16, 1920"
1485,NA,Dick Klein,1946,1946,Center-Forward,6-3,215,"September 16, 1920"
1486,NA,Johnny Kotz,1946,1946,Forward,6-3,200,"March 27, 1919"
1487,NA,Nick Lalich,1946,1946,Guard,6-2,220,"May 8, 1916"
1488,NA,Dick Lange,1946,1946,Forward,NA,NA,"June 3, 1921"
1489,1247,Andrew Levane,1946,1948,Forward-Guard,6-2,190,"April 11, 1920"
1490,NA,Ed Lewinski,1946,1949,Forward-Center,6-4,210,"September 10, 1918"
1491,1085,John Mahnken,1946,1946,Center,6-8,220,"June 16, 1922"
1492,1087,Press Maravich,1946,1946,Guard,6-0,185,"August 20, 1920"
1493,NA,Paul McCall,1946,1946,Forward,6-2,195,"October 10, 1920"
1494,1092,Howie McCarty,1946,1947,Forward-Guard,6-2,190,NA
1495,1102,Leo Mogus,1946,1946,Forward-Center,6-4,190,"April 13, 1921"
1496,1109,Al Negratti,1946,1947,Forward-Center,6-3,200,"June 12, 1921"
1497,NA,Oren Nichols,1946,1946,Guard,6-3,185,"May 7, 1918"
1498,1112,Stan Noszka,1946,1946,Guard,6-1,185,"September 9, 1920"
1499,1113,Buddy O'Grady,1946,1946,Guard,5-11,160,"January 19, 1920"
1500,NA,Bud O'Rourke,1946,1946,Forward,6-4,170,"January 14, 1919"
1501,NA,Jack Oberst,1946,1946,Forward,5-11,175,"August 11, 1918"
1502,NA,Jim Olsen,1946,1946,Center-Forward,6-6,205,"June 2, 1921"
1503,NA,Fred Rehm,1946,1948,Guard,6-3,195,"May 18, 1921"
1504,1122,Bob Rensberger,1946,1946,Forward,6-2,170,"March 7, 1921"
1505,NA,Del Rice,1946,1946,Forward,6-2,190,"October 27, 1922"
1506,NA,Tom Rich,1946,1946,Forward,6-3,185,"April 26, 1916"
1507,1272,Arnie Risen,1946,1948,Center-Forward,6-9,200,"October 9, 1924"
1508,1127,Mickey Rottner,1946,1946,Guard,5-10,180,"March 23, 1919"
1509,NA,Mel Rush,1946,1946,Guard,6-0,170,"May 27, 1916"
1510,NA,Wilbur Schumacher,1946,1946,Forward,5-11,150,"March 6, 1920"
1511,NA,Joe Scott,1946,1946,Center-Forward,6-2,170,"April 22, 1916"
1512,NA,Steve Sharkey,1946,1948,Guard-Forward,6-0,190,"December 30, 1918"
1513,NA,Bob Shaw,1946,1947,Center-Forward,6-4,225,"May 22, 1921"
1514,1405,Chips Sobek,1946,1949,Guard-Forward,6-0,180,"February 10, 1920"
1515,NA,Jerry Steiner,1946,1947,Guard,5-7,160,"January 7, 1918"
1516,NA,Dave Strack,1946,1946,Guard,6-0,175,"March 23, 1923"
1517,1287,Bob Tough,1946,1948,Guard-Forward,6-0,185,"August 28, 1920"
1518,NA,Bernie Voorheis,1946,1946,Guard,5-10,150,"May 23, 1922"
1519,1158,Jake Weber,1946,1946,Center,6-6,225,"March 18, 1918"
1520,NA,Paul Widowitz,1946,1946,Forward,6-1,170,"October 8, 1917"
1521,NA,Doc Wright,1946,1946,Guard,6-3,175,"January 8, 1921"
1522,NA,Paul Anthony,1947,1948,Center-Forward,6-5,195,"January 23, 1924"
1523,NA,Frank Beaty,1947,1947,Forward,6-2,205,"May 23, 1919"
1524,NA,Johnny Bianco,1947,1947,Center,6-4,195,"February 20, 1920"
1525,NA,Bob Bolyard,1947,1949,Guard-Forward,6-0,182,"December 4, 1920"
1526,NA,John Bosak,1947,1947,Guard,6-3,185,"September 9, 1922"
1527,1207,Price Brookfield,1947,1948,Forward-Guard,6-4,185,"May 11, 1920"
1528,NA,Fred Campbell,1947,1949,Guard,5-11,175,"August 8, 1920"
1529,1312,John Chaney,1947,1949,Forward-Center,6-3,185,"February 29, 1920"
1530,1314,Bill Closs,1947,1949,Forward-Center,6-5,195,"January 8, 1922"
1531,NA,Jimmy Cominsky,1947,1947,Guard,6-2,185,"July 28, 1918"
1532,NA,Ed Costain,1947,1947,Guard,6-0,170,"November 4, 1923"
1533,NA,Weyman Cotton,1947,1947,Forward-Center,6-7,205,"December 29, 1920"
1534,NA,Bill Coven,1947,1947,Forward-Center,6-7,220,"February 16, 1920"
1535,NA,Walt Czarnecki,1947,1947,Forward,6-5,215,"April 27, 1916"
1536,NA,Jamie Dawson,1947,1947,Center-Forward,6-7,210,"July 9, 1922"
1537,NA,Whitey Dienelt,1947,1947,Guard,6-0,185,"April 28, 1921"
1538,NA,Jack Dugger,1947,1947,Forward-Center,6-3,225,"January 13, 1923"
1539,NA,Bob Dykstra,1947,1948,Center,6-9,230,"May 31, 1922"
1540,NA,Ken Exel,1947,1948,Guard,6-1,178,"September 12, 1920"
1541,NA,Bill Farrow,1947,1949,Center,6-4,198,"June 15, 1918"
1542,NA,Dick Furey,1947,1948,Forward-Guard,6-3,195,"March 8, 1925"
1543,NA,Lowell Galloway,1947,1947,Forward-Center,6-4,210,"July 7, 1921"
1544,NA,Ben Gardner,1947,1947,Center-Forward,6-3,190,"October 18, 1919"
1545,1331,Frank Gates,1947,1949,Guard,6-0,160,"April 12, 1920"
1546,NA,Pop,1947,1949,Forward-Guard,6-2,196,"August 30, 1917"
1547,NA,Bob Gauchat,1947,1947,Guard,6-0,180,"March 5, 1921"
1548,NA,Johnny Gee,1947,1947,Center-Forward,6-9,225,"December 7, 1915"
1549,NA,Jim Gibbs,1947,1948,Center-Forward,6-5,195,"August 19, 1913"
1550,NA,Frankie Gilhooley,1947,1947,Guard,5-11,180,"June 15, 1924"
1551,NA,Nick Grunzweig,1947,1947,Forward-Center,6-5,215,"July 21, 1918"
1552,1229,Bruce Hale,1947,1948,Guard-Forward,6-1,170,"August 30, 1918"
1553,NA,Luther Harris,1947,1949,Forward-Guard,6-3,195,"August 27, 1923"
1554,1346,Billy Hassett,1947,1949,Guard,5-11,180,"October 21, 1921"
1555,NA,Chuck Hawley,1947,1947,Guard-Forward,6-3,195,"April 3, 1915"
1556,NA,Curt Henderson,1947,1947,Guard,5-8,150,"January 27, 1917"
1557,NA,Paul Herman,1947,1948,Guard,6-1,175,"July 5, 1921"
1558,NA,Mort Hill,1947,1947,Guard,6-1,175,"October 24, 1922"
1559,NA,Charlie Joachim,1947,1948,Guard-Forward,6-2,184,"July 21, 1920"
1560,1236,Arnie Johnson,1947,1948,Forward-Center,6-5,236,"May 16, 1920"
1561,NA,Paul Juntunen,1947,1949,Guard-Forward,6-1,180,"February 13, 1921"
1562,NA,Dolly King,1947,1949,Center-Forward,6-4,217,"November 15, 1916"
1563,NA,Willie King,1947,1947,Guard,5-7,155,NA
1564,1243,Leo Klier,1947,1948,Forward-Guard,6-2,170,"May 21, 1923"
1565,1355,Milo Komenich,1947,1949,Forward-Center,6-7,212,"June 22, 1920"
1566,NA,Dave Latter,1947,1949,Center-Forward,6-6,210,"January 5, 1922"
1567,1248,Freddie Lewis,1947,1948,Forward-Guard,6-2,195,"January 6, 1921"
1568,NA,Sam Lieberman,1947,1947,Center,6-8,240,"September 20, 1921"
1569,NA,Del Loranger,1947,1949,Forward-Guard,6-3,175,"March 17, 1920"
1570,1251,Jack Maddox,1947,1949,Forward-Guard,6-3,185,"December 10, 1919"
1571,NA,Bill McCahan,1947,1947,Guard-Forward,5-11,200,"June 7, 1921"
1572,NA,Chick Meehan,1947,1948,Forward-Guard,6-1,195,"January 9, 1917"
1573,NA,Bernie Mehen,1947,1948,Forward-Center,6-4,185,"September 19, 1918"
1574,NA,Frank Mekules,1947,1947,Forward,6-4,218,"November 16, 1918"
1575,NA,Tom Meyer,1947,1947,Forward-Center,6-4,215,"November 6, 1922"
1576,1097,Red Mihalik,1947,1947,Guard,6-0,180,"September 22, 1916"
1577,1256,George Mikan,1947,1948,Center,6-10,245,"June 18, 1924"
1578,NA,Jack Mills,1947,1947,Forward-Center,6-4,210,"May 8, 1918"
1579,NA,Ed Moeller,1947,1947,Guard,6-0,175,"January 8, 1919"
1580,NA,John Moiseichik,1947,1947,Guard,5-11,180,"June 5, 1920"
1581,NA,Dale Morey,1947,1947,Guard-Forward,6-1,180,"December 1, 1918"
1582,1373,Max Morris,1947,1949,Forward-Center,6-2,195,"March 14, 1925"
1583,NA,Pete Mount,1947,1947,Forward,6-4,185,"March 10, 1925"
1584,NA,Lyle Neat,1947,1947,Guard,6-0,180,"September 29, 1916"
1585,1261,Richie Niemiera,1947,1948,Guard-Forward,6-1,165,"May 26, 1921"
1586,NA,Irv Noren,1947,1947,Forward,6-0,180,"November 29, 1924"
1587,NA,Bob Nugent,1947,1947,Guard,5-11,170,"September 18, 1915"
1588,NA,Connie O'Connor,1947,1947,Forward,6-1,190,"February 21, 1923"
1589,1381,Don Otten,1947,1949,Center,6-10,240,"April 18, 1921"
1590,NA,Joe Patanelli,1947,1948,Forward,6-3,205,"September 18, 1919"
1591,NA,Charles Perry,1947,1947,Guard,NA,NA,"April 6, 1921"
1592,NA,Jim Quinlan,1947,1947,Forward,6-4,205,"May 29, 1922"
1593,1270,Howie Rader,1947,1948,Guard-Forward,6-1,190,"March 29, 1921"
1594,NA,Lenny Rader,1947,1949,Guard-Forward,6-2,185,"March 29, 1921"
1595,NA,Billy Reed,1947,1947,Forward,5-11,185,"November 12, 1922"
1596,NA,Jerry Rizzo,1947,1949,Guard,5-8,150,"March 12, 1918"
1597,NA,Pat Rooney,1947,1947,Forward-Guard,6-3,190,NA
1598,NA,Les Rothman,1947,1947,Forward-Guard,6-1,195,"August 12, 1926"
1599,NA,Frank Sabo,1947,1947,Guard,6-1,190,"April 10, 1922"
1600,NA,Bill Sattler,1947,1948,Center,6-8,197,"August 9, 1916"
1601,NA,Herb Scheffler,1947,1947,Center-Forward,6-3,210,"November 5, 1917"
1602,NA,Johnny Schick,1947,1948,Center-Forward,6-6,230,"January 6, 1916"
1603,NA,Bill Schroeder,1947,1947,Guard-Forward,6-0,190,"April 11, 1923"
1604,NA,Wilbur Schu,1947,1947,Forward-Guard,6-3,190,"December 18, 1922"
1605,1399,Howie Schultz,1947,1949,Center-Forward,6-6,200,"July 3, 1922"
1606,1402,Rollie Seltz,1947,1949,Guard-Forward,5-10,165,"January 25, 1924"
1607,1195,Paul Seymour,1947,1949,Guard-Forward,6-1,180,"January 30, 1928"
1608,NA,Bob Shaddock,1947,1947,Guard,6-1,160,"November 15, 1920"
1609,NA,Frank Shannon,1947,1947,Guard,5-11,178,"November 25, 1917"
1610,NA,Vic Siegel,1947,1947,Guard,5-10,160,"August 24, 1920"
1611,1746,Bob Sims,1947,1947,Center-Forward,6-6,220,"July 3, 1915"
1612,NA,Emil Sotnyk,1947,1947,Forward-Guard,5-11,170,"August 21, 1921"
1613,1406,Ed Stanczak,1947,1949,Forward,6-1,185,"August 15, 1921"
1614,NA,Deacon Stanky,1947,1947,Guard,6-3,200,"February 24, 1911"
1615,NA,Dick Starzyk,1947,1947,Guard,5-10,180,"March 1, 1921"
1616,NA,Art Stoefen,1947,1947,Center-Forward,6-7,215,"August 29, 1914"
1617,1198,Mel Thurston,1947,1948,Guard,6-0,175,"January 16, 1919"
1618,NA,Milt Ticco,1947,1948,Forward-Guard,6-3,205,"September 22, 1922"
1619,NA,Vaughn Waddell,1947,1947,Guard,6-0,175,"September 29, 1910"
1620,NA,Stan Waxman,1947,1947,Guard,5-11,180,"May 20, 1922"
1621,NA,Dean White,1947,1947,Forward,6-7,220,"May 30, 1923"
1622,NA,Russ Wilkin,1947,1947,Forward-Guard,6-1,190,"March 31, 1923"
1623,NA,Jim Zeravich,1947,1947,Center,6-7,190,"February 17, 1920"
1624,1001,John Abramovic,1948,1948,Forward,6-3,195,"February 9, 1919"
1625,NA,Warren Ajax,1948,1948,Forward-Center,6-2,170,"May 12, 1921"
1626,1205,Charlie Black,1948,1948,Forward-Center,6-5,200,"June 15, 1921"
1627,NA,Ed Bogdanski,1948,1948,Forward,6-4,220,"July 30, 1921"
1628,NA,Wally Borrevik,1948,1948,Center-Forward,6-7,205,"November 14, 1921"
1629,1304,Harry Boykoff,1948,1949,Center,6-10,225,"July 24, 1922"
1630,1307,Frankie Brian,1948,1949,Guard,6-1,180,"May 1, 1923"
1631,1212,Bill Calhoun,1948,1948,Forward-Guard,6-3,180,"November 4, 1927"
1632,NA,Joe Camic,1948,1949,Forward-Center,6-4,195,"November 28, 1922"
1633,NA,Keith Carey,1948,1948,Guard,6-3,190,"March 5, 1920"
1634,1019,Don Carlson,1948,1948,Guard-Forward,6-0,170,"March 22, 1919"
1635,NA,Frank Carswell,1948,1948,Guard,6-0,185,"November 6, 1919"
1636,1315,Paul Cloyd,1948,1949,Guard-Forward,6-2,180,"June 13, 1920"
1637,NA,Ted Cook,1948,1949,Guard,6-0,160,"April 15, 1921"
1638,1215,Fran Curran,1948,1948,Guard,6-0,175,"September 19, 1925"
1639,NA,Les Deaton,1948,1949,Forward-Center,6-4,210,"September 23, 1923"
1640,NA,Bill DeVenzio,1948,1948,Guard,6-0,185,"August 2, 1924"
1641,1217,Andy Duncan,1948,1948,Forward-Center,6-6,195,"April 17, 1922"
1642,NA,Bill Durkee,1948,1948,Guard-Forward,6-3,205,"July 14, 1921"
1643,1218,Jack Dwan,1948,1948,Forward-Guard,6-4,200,"May 3, 1921"
1644,1168,Johnny Ezersky,1948,1948,Forward-Guard,6-3,175,NA
1645,NA,Jack Forestieri,1948,1948,Guard-Forward,6-0,185,"August 12, 1927"
1646,NA,Freddie Gantt,1948,1948,Forward-Guard,6-3,170,"November 27, 1922"
1647,NA,Hal Gensichen,1948,1948,Guard,5-11,170,"January 2, 1921"
1648,NA,John Gibbs,1948,1948,Guard,6-6,190,"August 26, 1915"
1649,NA,Jackie Goldsmith,1948,1948,Guard,5-7,150,"January 21, 1921"
1650,1337,Don Grate,1948,1948,Forward-Guard,6-2,185,"August 27, 1923"
1651,1053,Wyndol Gray,1948,1948,Guard-Forward,6-1,175,"March 20, 1922"
1652,1230,Ralph Hamilton,1948,1948,Guard-Forward,6-1,188,"June 10, 1921"
1653,1058,Cecil Hankins,1948,1948,Guard,6-1,175,"January 6, 1922"
1654,1343,John Hargis,1948,1949,Guard-Forward,6-2,180,"August 20, 1920"
1655,NA,Jim Homer,1948,1949,Forward-Center,6-5,220,"December 5, 1921"
1656,1175,Bob Hubbard,1948,1948,Center-Forward,6-6,215,"December 27, 1922"
1657,1066,John Janisch,1948,1948,Forward-Guard,6-3,200,"March 15, 1920"
1658,1067,Tony Jaros,1948,1948,Forward-Guard,6-3,185,"February 22, 1920"
1659,1351,Ralph Johnson,1948,1949,Guard,5-11,170,"December 6, 1921"
1660,1178,Johnny Jorgensen,1948,1948,Guard-Forward,6-2,185,"December 28, 1921"
1661,NA,Jimmy Joyce,1948,1948,Forward,6-5,195,"October 23, 1924"
1662,NA,LeRoy King,1948,1948,Center,6-7,200,"December 24, 1921"
1663,1242,Walt Kirk,1948,1948,Guard-Forward,6-3,173,"September 3, 1924"
1664,NA,Bob Kitterman,1948,1948,Guard-Forward,6-0,180,"April 2, 1923"
1665,NA,Hal Korovin,1948,1948,Center,6-5,205,"April 19, 1925"
1666,1358,Walt Lautenbach,1948,1949,Guard-Forward,6-2,185,"November 17, 1922"
1667,NA,Joe Lord,1948,1948,Guard,6-1,175,"December 28, 1922"
1668,1253,John Mandic,1948,1948,Forward-Center,6-4,205,"October 3, 1919"
1669,1368,Dick Mehen,1948,1949,Forward-Center,6-5,195,"May 20, 1922"
1670,1369,Ken Menke,1948,1948,Guard,6-0,168,"October 2, 1922"
1671,1258,Fritz Nagy,1948,1948,Guard-Forward,6-2,185,"January 3, 1924"
1672,1259,Paul Napolitano,1948,1948,Forward-Guard,6-2,185,"February 3, 1923"
1673,NA,Bob O'Shaughnessy,1948,1948,Guard,6-0,175,"February 2, 1921"
1674,1114,Garland O'Shields,1948,1948,Guard-Forward,6-1,195,"May 23, 1921"
