Player ID,NBA ID,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Active
1944,4842,Walter Sharpe,2009,2011,F,6-9,245,"July 18, 1986","Mississippi State, UAB",No
1945,NA,Yemi Ogunoye,2009,2012,NA,NA,NA,NA,Oral Roberts,No
1946,NA,Abdulai Jalloh,2010,2011,NA,NA,NA,NA,"Saint Joseph's, James Madison",No
1947,NA,Akeem Wright,2010,2010,NA,NA,NA,NA,Kansas State,No
1948,NA,Alade Aminu,2010,2010,F,6-11,224,"September 14, 1987",Georgia Tech,No
1949,4878,Alonzo Gee,2010,2018,G,6-6,220,"May 29, 1987",Alabama,No
1950,NA,Amara Sy,2010,2010,NA,NA,NA,NA,NA,No
1951,NA,Andres Sandoval,2010,2010,NA,NA,NA,NA,"Richmond, Dayton",No
1952,NA,Anthony Danridge,2010,2010,NA,NA,NA,NA,NA,No
1953,NA,Anthony Goods,2010,2012,NA,NA,NA,NA,Stanford,No
1954,4857,Antonio Anderson,2010,2012,G,6-6,215,"June 5, 1985",Memphis,No
1955,NA,Atila Santos,2010,2010,NA,NA,NA,NA,Northern Iowa,No
1956,NA,Augustine Okosun,2010,2010,NA,NA,NA,NA,Seton Hall,No
1957,NA,Boo Jackson,2010,2010,NA,NA,NA,NA,NA,No
1958,NA,Brandon Cotton,2010,2010,NA,NA,NA,NA,"Michigan State, Detroit Mercy",No
1959,NA,Brayden Billbe,2010,2010,NA,NA,NA,NA,American,No
1960,NA,Brian Butch,2010,2014,NA,NA,NA,"December 22, 1984",Wisconsin,No
1961,NA,Brian Laing,2010,2010,NA,NA,NA,NA,Seton Hall,No
1962,NA,Byron Eaton,2010,2010,NA,NA,NA,NA,Oklahoma State,No
1963,4903,Byron Mullens,2010,2019,C,7-1,258,"February 14, 1989",Ohio State,No
1964,4891,Cedric Jackson,2010,2011,G,6-3,191,"March 5, 1986","St. John's (NY), Cleveland State",No
1965,NA,Chad Toppert,2010,2016,G,6-6,210,"November 11, 1985",New Mexico,No
1966,NA,Chris Davis,2010,2013,NA,NA,NA,NA,"Louisiana, Southern",No
1967,NA,Chris Hayes,2010,2010,NA,NA,NA,NA,Detroit Mercy,No
1968,NA,Chris Lowe,2010,2010,NA,NA,NA,NA,Massachusetts,No
1969,NA,Christopher Ayer,2010,2013,NA,NA,NA,NA,NA,No
1970,NA,Connor Atchley,2010,2011,NA,NA,NA,NA,Texas,No
1971,NA,Craig Austrie,2010,2010,NA,NA,NA,NA,Connecticut,No
1972,NA,Curtis Jerrells,2010,2013,NA,NA,NA,NA,Baylor,No
1973,NA,Curtis Withers,2010,2012,NA,NA,NA,NA,Charlotte,No
1974,NA,D'Lancy Carter,2010,2010,NA,NA,NA,NA,St. Bonaventure,No
1975,4374,Dan Dickau,2010,2010,G,6-0,190,"September 16, 1978","Washington, Gonzaga",No
1976,4881,Danny Green,2010,2011,F,6-6,210,"June 22, 1987",North Carolina,No
1977,NA,Dante Milligan,2010,2012,NA,NA,NA,NA,"Pittsburgh, Massachusetts",No
1978,NA,Dar Tucker,2010,2015,G,6-4,205,"April 11, 1988",DePaul,No
1979,NA,Darnell Lazare,2010,2014,NA,NA,NA,NA,Louisiana State,No
1980,NA,David McClure,2010,2010,NA,NA,NA,NA,Duke,No
1981,NA,DeVon Hardin,2010,2013,C,6-11,250,"August 7, 1986",California,No
1982,NA,Deron Washington,2010,2010,NA,NA,NA,"December 12, 1985",Virginia Tech,No
1983,NA,Diamon Simpson,2010,2010,NA,NA,NA,"NA, NA",Saint Mary's (CA),No
1984,4635,Donell Taylor,2010,2010,G,6-6,180,"July 26, 1982",UAB,No
1985,4866,Earl Clark,2010,2015,F,6-10,225,"January 17, 1988",Louisville,No
1986,NA,Erek Hansen,2010,2010,NA,NA,NA,NA,Iowa,No
1987,NA,Eric Devendorf,2010,2012,NA,NA,NA,NA,Syracuse,No
1988,NA,Frank Robinson,2010,2010,NA,NA,NA,NA,"East Carolina, Cal State Fullerton",No
1989,NA,Frank Tolbert,2010,2010,NA,NA,NA,NA,Auburn,No
1990,4908,Garrett Temple,2010,2013,G,6-6,190,"May 8, 1986",Louisiana State,No
1991,4909,Hasheem Thabeet,2010,2020,C,7-3,267,"February 16, 1987",Connecticut,No
1992,NA,Horace Wormely,2010,2010,NA,NA,NA,NA,NA,No
1993,NA,J.C. Mathis,2010,2010,NA,NA,NA,NA,"Virginia, Michigan",No
1994,NA,JaJuan Smith,2010,2010,NA,NA,NA,NA,Tennessee,No
1995,NA,Jamelle Cornley,2010,2010,NA,NA,NA,NA,Penn State,No
1996,NA,James Booyer,2010,2010,NA,NA,NA,NA,IU Indy,No
1997,NA,James Cripe,2010,2011,NA,NA,NA,NA,Dayton,No
1998,NA,Jared Carter,2010,2010,NA,NA,NA,NA,Kentucky,No
1999,NA,Jared Newson,2010,2010,NA,NA,NA,NA,Tennessee-Martin,No
2000,NA,Jason Horton,2010,2011,NA,NA,NA,NA,Missouri,No
2001,NA,Jason Richards,2010,2010,NA,NA,NA,NA,Davidson,No
2002,NA,Jason Straight,2010,2010,NA,NA,NA,NA,NA,No
2003,NA,Jeremy Wise,2010,2014,NA,NA,NA,NA,Southern Mississippi,No
2004,4906,Jermaine Taylor,2010,2018,G,6-5,210,"December 8, 1986",UCF,No
2005,NA,Jimmy Binnie,2010,2010,NA,NA,NA,NA,Dayton,No
2006,4795,Joe Alexander,2010,2015,F,6-8,230,"December 26, 1986",West Virginia,No
2007,NA,Joe Darger,2010,2010,NA,NA,NA,NA,Nevada-Las Vegas,No
2008,NA,John Bryant,2010,2010,NA,NA,NA,NA,Santa Clara,No
2009,NA,John Williams,2010,2010,NA,NA,NA,NA,NA,No
2010,NA,Jonathan Wallace,2010,2010,NA,NA,NA,NA,Georgetown,No
2011,NA,Jordan Brady,2010,2012,NA,NA,NA,NA,Utah Valley,No
2012,NA,Julian Allen,2010,2010,NA,NA,NA,NA,Georgia Southern,No
2013,NA,Julien Mills,2010,2010,NA,NA,NA,NA,Ball State,No
2014,NA,Justin Hawkins,2010,2016,F,6-7,210,"May 18, 1985","Utah, New Mexico State",No
2015,NA,Kenny Dawkins,2010,2010,NA,NA,NA,NA,Lamar,No
2016,NA,Kenny Hasbrouck,2010,2010,NA,NA,NA,NA,Siena,No
2017,NA,Kevin Rogers,2010,2010,NA,NA,NA,NA,Baylor,No
2018,NA,Kyle Goldcamp,2010,2013,NA,NA,NA,NA,NA,No
2019,NA,Kyle McAlarney,2010,2010,NA,NA,NA,NA,Notre Dame,No
2020,NA,Lance Hurdle,2010,2014,NA,NA,NA,NA,"UC Santa Barbara, Miami (FL)",No
2021,4959,Larry Owens,2010,2015,F,6-7,210,"January 8, 1983",Oral Roberts,No
2022,NA,Latavious Williams,2010,2011,F,6-8,195,"March 29, 1989",NA,No
2023,NA,Lee Cummard,2010,2010,NA,NA,NA,NA,Brigham Young,No
2024,4888,Lester Hudson,2010,2013,G,6-3,190,"August 7, 1984",Tennessee-Martin,No
2025,NA,Lewis Clinch,2010,2011,NA,NA,NA,NA,Georgia Tech,No
2026,NA,Louis Graham,2010,2010,NA,NA,NA,NA,Georgia Southern,No
2027,NA,Luke Bonner,2010,2012,NA,NA,NA,NA,"West Virginia, Massachusetts",No
2028,NA,Luke Nevill,2010,2010,NA,NA,NA,NA,Utah,No
2029,NA,Major Wingate,2010,2010,NA,NA,NA,NA,Tennessee,No
2030,NA,Marcus Dove,2010,2012,NA,NA,NA,NA,Oklahoma State,No
2031,4897,Marcus Landry,2010,2014,F,6-7,230,"November 1, 1985",Wisconsin,No
2032,NA,Marcus Lewis,2010,2012,NA,NA,NA,NA,"Portland, Oral Roberts",No
2033,4787,Mario West,2010,2011,G,6-5,210,"June 19, 1984",Georgia Tech,No
2034,NA,Martin Zeno,2010,2010,NA,NA,NA,NA,Texas Tech,No
2035,NA,Maurice Maxwell,2010,2010,NA,NA,NA,NA,Massachusetts,No
2036,NA,Michael Fey,2010,2010,NA,NA,NA,NA,UCLA,No
2037,4998,Mickell Gladness,2010,2014,C,6-11,220,"July 26, 1986",Alabama A&M,No
2038,4488,Mike Sweetney,2010,2010,F,6-8,275,"October 25, 1982",Georgetown,No
2039,NA,Mike Williams,2010,2011,NA,NA,NA,NA,NA,No
2040,NA,Mitch Johnson,2010,2010,NA,NA,NA,NA,Stanford,No
2041,4968,Mustafa Shakur,2010,2018,G,6-3,190,"August 18, 1984",Arizona,No
2042,4595,Orien Greene,2010,2013,G,6-4,208,"February 4, 1982","Florida, Louisiana",No
2043,NA,Pat Carroll,2010,2010,NA,NA,NA,NA,Saint Joseph's,No
2044,4902,Patrick Mills,2010,2010,G,6-0,185,"August 11, 1988",Saint Mary's (CA),No
2045,NA,Patrick Mutombo,2010,2011,NA,NA,NA,NA,NA,No
2046,4670,Paul Davis,2010,2010,C,6-11,270,"July 21, 1984",Michigan State,No
2047,NA,Pete Campbell,2010,2010,NA,NA,NA,NA,"Purdue Fort Wayne, Butler",No
2048,NA,Rashad Anderson,2010,2014,NA,NA,NA,NA,Connecticut,No
2049,NA,Ray Reese,2010,2010,NA,NA,NA,NA,Tulsa,No
2050,4455,Reece Gaines,2010,2011,G,6-6,205,"January 7, 1981",Louisville,No
2051,4911,Reggie Williams,2010,2017,F,6-6,210,"September 14, 1986",Virginia Military Institute,No
2052,4827,Rob Kurz,2010,2010,F,6-9,232,"March 5, 1985",Notre Dame,No
2053,4553,Robert Swift,2010,2010,C,7-0,245,"December 3, 1985",NA,No
2054,NA,Rodney Webb,2010,2010,NA,NA,NA,NA,Florida Atlantic,No
2055,NA,Russell Hicks,2010,2010,NA,NA,NA,NA,"Pepperdine, Florida International",No
2056,NA,Ryan Ayers,2010,2013,NA,NA,NA,NA,Notre Dame,No
2057,NA,Sasha Cuic,2010,2010,NA,NA,NA,NA,NA,No
2058,NA,Sean Barnette,2010,2010,NA,NA,NA,NA,NA,No
2059,NA,Shagari Alleyne,2010,2010,NA,NA,NA,NA,Kentucky,No
2060,5165,Shane Edwards,2010,2018,F,6-8,220,"May 31, 1987",Little Rock,No
2061,NA,Shy Ely,2010,2012,NA,NA,NA,NA,Evansville,No
2062,NA,Stanley Thomas,2010,2010,NA,NA,NA,NA,NA,No
2063,NA,Stephen McDowell,2010,2012,NA,NA,NA,NA,"South Carolina, Chattanooga",No
2064,4877,Sundiata Gaines,2010,2017,G,6-1,195,"April 18, 1986",Georgia,No
2065,4882,Taylor Griffin,2010,2015,F,6-8,231,"April 18, 1986",Oklahoma,No
2066,5003,Terrel Harris,2010,2014,G,6-5,190,"August 10, 1987",Oklahoma State,No
2067,NA,Travis Holmes,2010,2010,NA,NA,NA,NA,Virginia Military Institute,No
2068,NA,Tre Whitted,2010,2011,NA,NA,NA,NA,Marshall,No
2069,NA,Tychicus Snow,2010,2012,NA,NA,NA,NA,Mississippi Valley State,No
2070,NA,Tyrelle Blair,2010,2010,NA,NA,NA,NA,"Loyola (IL), Boston College",No
2071,NA,Will Daniels,2010,2010,NA,NA,NA,NA,Rhode Island,No
2072,NA,Wink Adams,2010,2011,NA,NA,NA,NA,Nevada-Las Vegas,No
2073,4606,Yaroslav Korolev,2010,2010,F,6-9,203,"May 7, 1987",NA,No
2074,4931,Zabian Dowdell,2010,2011,G,6-3,191,"September 10, 1984",Virginia Tech,No
2075,NA,Zach Sowers,2010,2010,NA,NA,NA,NA,Akron,No
2076,NA,Adam Koch,2011,2013,NA,NA,NA,NA,Northern Iowa,No
2077,NA,Adam Zahn,2011,2011,NA,NA,NA,NA,Oregon,No
2078,NA,Alex Smith,2011,2011,NA,NA,NA,NA,William & Mary,No
2079,NA,Alex Zampier,2011,2011,NA,NA,NA,NA,Yale,No
2080,NA,Amadou Mbodji,2011,2016,C,6-10,230,"May 1, 1986",Jacksonville State,No
2081,NA,Anthony Harris,2011,2016,G,6-2,190,"February 3, 1985",Miami (FL),No
2082,NA,Anthony Mason,2011,2012,NA,NA,NA,NA,St. John's (NY),No
2083,NA,Anthony Richardson,2011,2013,NA,NA,NA,NA,Florida State,No
2084,4027,Antoine Walker,2011,2012,F,6-8,224,"August 12, 1976",Kentucky,No
2085,4050,Antonio Daniels,2011,2012,G,6-4,195,"March 19, 1975",Bowling Green State,No
2086,NA,Anwar Ferguson,2011,2011,NA,NA,NA,NA,Houston,No
2087,5198,Arinze Onuaku,2011,2015,F,6-9,275,"July 13, 1987",Syracuse,No
2088,4949,Armon Johnson,2011,2015,G,6-3,195,"February 23, 1989",Nevada,No
2089,NA,Aubrey Coleman,2011,2013,NA,NA,NA,NA,Houston,No
2090,4924,Avery Bradley,2011,2011,G,6-2,180,"November 26, 1990",Texas,No
2091,NA,Bamba Fall,2011,2011,NA,NA,NA,NA,Southern Methodist,No
2092,4976,Ben Uzoh,2011,2014,G,6-3,205,"March 19, 1988",Tulsa,No
2093,NA,Booker Woodfox,2011,2015,G,6-1,185,"September 6, 1986",Creighton,No
2094,NA,Brad Byerson,2011,2011,NA,NA,NA,NA,West Virginia,No
2095,NA,Brandon Brooks,2011,2013,NA,NA,NA,NA,Alabama State,No
2096,NA,Brandon Costner,2011,2014,NA,NA,NA,NA,NC State,No
2097,NA,Brandon Johnson,2011,2011,NA,NA,NA,NA,San Diego,No
2098,NA,Brendon Knox,2011,2011,NA,NA,NA,NA,Auburn,No
2099,NA,Brian Leggett,2011,2011,NA,NA,NA,NA,NA,No
2100,NA,Carlos Medlock,2011,2011,NA,NA,NA,NA,Eastern Michigan,No
2101,NA,Chamberlain Oguchi,2011,2013,NA,NA,NA,"April 28, 1986","Oregon, Illinois State",No
2102,NA,Charles Garcia,2011,2017,NA,NA,NA,"NA, NA",Seattle,No
2103,NA,Chas McFarland,2011,2013,NA,NA,NA,NA,Wake Forest,No
2104,NA,Chris Holm,2011,2011,NA,NA,NA,NA,"Rhode Island, Vermont",No
2105,4950,Chris Johnson,2011,2013,C,6-11,210,"July 15, 1985",Louisiana State,No
2106,NA,Chris Kramer,2011,2011,NA,NA,NA,NA,Purdue,No
2107,NA,Chris Lofton,2011,2011,NA,NA,NA,NA,Tennessee,No
2108,NA,Chris Roberts,2011,2013,NA,NA,NA,NA,Bradley,No
2109,4936,Christian Eyenga,2011,2013,F,6-5,210,"June 22, 1989",NA,No
2110,NA,Chukwudiebere Maduabum,2011,2015,F,6-9,210,"March 19, 1991",NA,No
2111,4916,Cole Aldrich,2011,2011,C,6-11,245,"October 31, 1988",Kansas,No
2112,NA,Corey Allmond,2011,2014,NA,NA,NA,NA,Sam Houston,No
2113,4995,Courtney Fortson,2011,2013,G,5-11,185,"May 23, 1988",Arkansas,No
2114,4923,Craig Brackins,2011,2013,F,6-10,230,"October 9, 1987",Iowa State,No
2115,NA,D'Andre Bell,2011,2012,NA,NA,NA,NA,Georgia Tech,No
2116,5030,Daniel Orton,2011,2016,F,6-10,255,"August 6, 1990",Kentucky,No
2117,NA,Darrin Govens,2011,2011,NA,NA,NA,NA,Saint Joseph's,No
2118,NA,Dawan Robinson,2011,2011,NA,NA,NA,NA,Rhode Island,No
2119,4864,DeMarre Carroll,2011,2011,F,6-8,212,"July 27, 1986","Vanderbilt, Missouri",No
2120,NA,DeShawn Sims,2011,2012,NA,NA,NA,NA,Michigan,No
2121,NA,Derek Raivio,2011,2011,NA,NA,NA,NA,Gonzaga,No
2122,4925,Derrick Caracter,2011,2016,F,6-9,276,"May 4, 1988","Louisville, UTEP",No
2123,4932,Devin Ebanks,2011,2016,F,6-9,215,"October 28, 1989",West Virginia,No
2124,4962,Dexter Pittman,2011,2014,C,6-11,308,"March 2, 1988",Texas,No
2125,NA,Dominique Johnson,2011,2013,NA,NA,NA,NA,NA,No
2126,4952,Dominique Jones,2011,2013,G,6-4,215,"October 15, 1988",South Florida,No
2127,5040,Donald Sloan,2011,2018,G,6-3,205,"January 15, 1988",Texas A&M,No
2128,NA,Drew Naymick,2011,2011,NA,NA,NA,NA,Michigan State,No
2129,4930,Ed Davis,2011,2011,F,6-10,225,"June 5, 1989",North Carolina,No
2130,5270,Elijah Millsap,2011,2022,G,6-6,215,"August 12, 1987","Louisiana, UAB",No
2131,NA,Eric Boateng,2011,2011,NA,NA,NA,"November 20, 1985","Duke, Arizona State",No
2132,NA,Eugene Spates,2011,2012,NA,NA,NA,NA,Northeastern,No
2133,4953,Gani Lawal,2011,2011,F,6-9,234,"November 7, 1988",Georgia Tech,No
2134,4969,Garret Siler,2011,2011,C,6-11,305,"October 25, 1986",Augusta State University,No
2135,NA,Garrett Williamson,2011,2011,NA,NA,NA,NA,Saint Joseph's,No
2136,NA,Gavin Edwards,2011,2011,NA,NA,NA,NA,Connecticut,No
2137,NA,Gerard Anderson,2011,2012,NA,NA,NA,NA,Cal State Fullerton,No
2138,4957,Hamady N'Diaye,2011,2014,C,7-0,235,"January 12, 1987",Rutgers,No
2139,4980,Hassan Whiteside,2011,2015,C,7-0,235,"June 13, 1989",Marshall,No
2140,NA,Idong Ibok,2011,2011,NA,NA,NA,NA,Michigan State,No
2141,NA,Isaiah Swann,2011,2011,NA,NA,NA,NA,Florida State,No
2142,4970,Ishmael Smith,2011,2011,G,6-0,175,"July 5, 1988",Wake Forest,No
2143,NA,J.T. Tiller,2011,2011,NA,NA,NA,NA,Missouri,No
2144,NA,Jamal Abu-Shamala,2011,2011,NA,NA,NA,NA,Minnesota,No
2145,NA,Jamar Smith,2011,2011,NA,NA,NA,NA,Illinois,No
2146,4918,James Anderson,2011,2011,G,6-6,215,"March 25, 1989",Oklahoma State,No
2147,4895,James Johnson,2011,2014,F,6-9,245,"February 20, 1987",Wake Forest,No
2148,NA,Jamine Peterson,2011,2014,NA,NA,NA,NA,Providence,No
2149,NA,Jason Bohannon,2011,2011,G,6-2,200,"December 30, 1987",Wisconsin,No
2150,4741,Javaris Crittenton,2011,2011,G,6-5,200,"December 31, 1987",Georgia Tech,No
2151,4914,Jeff Adrien,2011,2013,F,6-7,243,"February 10, 1986",Connecticut,No
2152,5269,Jerel McNeal,2011,2015,G,6-3,200,"June 1, 1987",Marquette,No
2153,4934,Jeremy Evans,2011,2018,F,6-9,196,"October 24, 1987",Western Kentucky,No
2154,4954,Jeremy Lin,2011,2021,G,6-3,200,"August 23, 1988",Harvard,No
2155,NA,Jermaine Beal,2011,2011,NA,NA,NA,NA,Vanderbilt,No
2156,4992,Jerome Dyson,2011,2012,G,6-3,180,"May 1, 1987",Connecticut,No
2157,5042,Jerry Smith,2011,2012,G,6-2,190,"September 26, 1987",Louisville,No
2158,NA,John Bryant,2011,2011,NA,NA,NA,NA,Saint Joseph's,No
2159,NA,Jon Scheyer,2011,2011,NA,NA,NA,"NA, NA",Duke,No
2160,4876,Jonny Flynn,2011,2011,G,6-0,185,"February 6, 1989",Syracuse,No
2161,NA,Jordan Eglseder,2011,2011,NA,NA,NA,NA,Northern Iowa,No
2162,NA,Josh Bostic,2011,2015,NA,NA,NA,"NA, NA",NA,No
2163,NA,Josh Lomers,2011,2011,NA,NA,NA,NA,Baylor,No
2164,4991,Justin Dentmon,2011,2019,G,6-0,185,"September 5, 1985",Washington,No
2165,NA,Keaton Grant,2011,2011,NA,NA,NA,NA,Purdue,No
2166,NA,Kelvin Lewis,2011,2012,NA,NA,NA,NA,"Auburn, Houston",No
2167,NA,Kenny Hayes,2011,2012,NA,NA,NA,NA,Miami (OH),No
2168,NA,Kevin Palmer,2011,2011,NA,NA,NA,NA,Texas A&M-Corpus Christi,No
2169,NA,Kyle Cuffe,2011,2011,NA,NA,NA,NA,St. John's (NY),No
2170,NA,Kyle Spain,2011,2012,NA,NA,NA,NA,San Diego State,No
2171,NA,L.D. Williams,2011,2016,NA,NA,NA,"NA, NA",Wake Forest,No
2172,NA,Lamonte Ulmer,2011,2011,NA,NA,NA,NA,Rhode Island,No
2173,5047,Lance Thomas,2011,2012,F,6-8,225,"April 24, 1988",Duke,No
2174,4966,Larry Sanders,2011,2017,F,6-11,235,"November 21, 1988",Virginia Commonwealth,No
2175,NA,Lawrence Westbrook,2011,2012,NA,NA,NA,NA,Minnesota,No
2176,NA,Leemire Goldwire,2011,2011,NA,NA,NA,NA,Charlotte,No
2177,NA,Leo Lyons,2011,2012,NA,NA,NA,NA,Missouri,No
2178,NA,Loren Stokes,2011,2012,NA,NA,NA,NA,Hofstra,No
2179,4920,Luke Babbitt,2011,2012,F,6-9,225,"June 20, 1989",Nevada,No
2180,5138,Luke Zeller,2011,2014,C,6-11,245,"April 7, 1987",Notre Dame,No
2181,NA,Magnum Rolle,2011,2011,F,6-11,225,"February 23, 1986","Louisiana State, Louisiana Tech",No
2182,NA,Marquis Gilstrap,2011,2011,NA,NA,NA,NA,Iowa State,No
2183,NA,Marqus Blakely,2011,2012,NA,NA,NA,NA,Vermont,No
2184,NA,Matt Bouldin,2011,2015,G,6-5,215,"January 17, 1988",Gonzaga,No
2185,NA,Matt Janning,2011,2011,NA,NA,NA,"June 22, 1988",Northeastern,No
2186,NA,Matt Rogers,2011,2012,NA,NA,NA,NA,NA,No
2187,NA,Michael Haynes,2011,2011,NA,NA,NA,NA,Fordham,No
2188,NA,Mike Anderson,2011,2013,NA,NA,NA,NA,NA,No
2189,NA,Mike Davis,2011,2012,NA,6-11,255,NA,Seton Hall,No
2190,NA,Mike Gerrity,2011,2012,NA,NA,NA,NA,NA,No
2191,NA,Mouhammad Faye,2011,2011,NA,NA,NA,NA,"Georgia Tech, Southern Methodist",No
2192,NA,Moussa Seck,2011,2011,NA,NA,NA,NA,NA,No
2193,NA,Nate Linhart,2011,2011,NA,NA,NA,NA,Akron,No
2194,NA,Nik Raivio,2011,2011,NA,NA,NA,NA,Portland,No
2195,NA,Nkem Ojougboh,2011,2012,NA,NA,NA,NA,"UTSA, Northeastern",No
2196,NA,Obi Muonelo,2011,2012,NA,NA,NA,NA,Oklahoma State,No
2197,4973,Pape Sy,2011,2011,F,6-7,225,"April 5, 1988",NA,No
2198,4960,Patrick Patterson,2011,2011,F,6-9,235,"March 14, 1989",Kentucky,No
2199,NA,Patrick Sullivan,2011,2013,NA,NA,NA,NA,Southeastern Louisiana,No
2200,NA,Paul Harris,2011,2013,NA,NA,NA,NA,Syracuse,No
2201,NA,Perry Stevenson,2011,2011,NA,NA,NA,NA,Kentucky,No
2202,NA,Pierce Caldwell,2011,2011,NA,NA,NA,NA,NA,No
2203,4613,Rashad McCants,2011,2013,G,6-4,207,"September 25, 1984",North Carolina,No
2204,NA,Raymond Sykes,2011,2011,NA,NA,NA,NA,Clemson,No
2205,NA,Reece Hampton,2011,2011,NA,NA,NA,NA,NA,No
2206,NA,Reggie Holmes,2011,2011,NA,NA,NA,NA,Morgan State,No
2207,NA,Richard Roby,2011,2011,NA,NA,NA,NA,Colorado,No
2208,NA,Rob Diggs,2011,2011,NA,NA,NA,NA,George Washington,No
2209,NA,Robert Vaden,2011,2017,NA,NA,NA,"NA, NA","Indiana, UAB",No
2210,5033,Ryan Reid,2011,2012,F,6-8,232,"October 30, 1986",Florida State,No
2211,NA,Ryan Thompson,2011,2011,NA,NA,NA,"June 9, 1988",Rider,No
2212,NA,Ryan Wittman,2011,2011,NA,NA,NA,NA,Cornell,No
2213,4633,Salim Stoudamire,2011,2011,G,6-1,179,"October 11, 1982",Arizona,No
2214,4965,Samardo Samuels,2011,2013,F,6-9,260,"January 9, 1989",Louisville,No
2215,NA,Scott VanderMeer,2011,2013,NA,NA,NA,NA,"Bowling Green State, Illinois-Chicago",No
2216,NA,Scottie Reynolds,2011,2011,NA,NA,NA,NA,Villanova,No
2217,NA,Sean Marshall,2011,2016,F,6-6,210,"March 4, 1987",Boston College,No
2218,NA,Seth Tarver,2011,2013,NA,NA,NA,NA,Oregon State,No
2219,4926,Sherron Collins,2011,2016,G,5-11,205,"March 18, 1987",Kansas,No
2220,4915,Solomon Alabi,2011,2013,C,7-1,251,"March 21, 1988",Florida State,No
2221,NA,Stanley Robinson,2011,2012,F,6-9,210,"July 14, 1988",Connecticut,No
2222,NA,Stefhon Hannah,2011,2018,G,6-1,175,"June 14, 1985",Missouri,No
2223,NA,Stephen Dennis,2011,2013,NA,NA,NA,"October 2, 1987",NA,No
2224,NA,Tasheed Carr,2011,2011,NA,NA,NA,NA,"Iowa State, Saint Joseph's",No
2225,NA,Tasmin Mitchell,2011,2011,NA,NA,NA,NA,Louisiana State,No
2226,4912,Terrence Williams,2011,2014,F,6-6,220,"June 28, 1987",Louisville,No
2227,NA,Tiny Gallon,2011,2015,F,6-9,290,"January 18, 1991",Oklahoma,No
2228,NA,Tommy Mason-Griffin,2011,2011,NA,NA,NA,NA,Oklahoma,No
2229,NA,Tony Gaffney,2011,2011,NA,NA,NA,NA,"Boston University, Massachusetts",No
2230,NA,Tre Kelley,2011,2020,G,6-0,187,"January 23, 1985",South Carolina,No
2231,NA,Tweety Carter,2011,2011,NA,NA,NA,NA,Baylor,No
2232,NA,Tyler Hughes,2011,2011,NA,NA,NA,NA,Kansas State,No
2233,NA,Vernon Goodridge,2011,2011,NA,NA,NA,"February 18, 1984","Mississippi State, La Salle",No
2234,NA,Wayne Chism,2011,2011,NA,NA,NA,NA,Tennessee,No
2235,NA,Willie Jenkins,2011,2012,NA,NA,NA,NA,"Massachusetts, Tennessee Tech",No
2236,NA,Willie Kemp,2011,2011,NA,NA,NA,NA,Memphis,No
2237,4979,Willie Warren,2011,2018,G,6-4,203,"October 22, 1989",Oklahoma,No
2238,NA,Adrian Oliver,2012,2012,NA,NA,NA,NA,"Washington, San Jose State",No
2239,NA,Adrian Thomas,2012,2015,F,6-7,225,"April 30, 1987",Miami (FL),No
2240,NA,Al Nolen,2012,2012,NA,NA,NA,NA,Minnesota,No
2241,NA,Alejo Rodriguez,2012,2014,NA,NA,NA,NA,Iona,No
2242,NA,Andrew Drevo,2012,2012,NA,NA,NA,NA,Nebraska,No
2243,NA,Andrew Gonzalez,2012,2012,NA,NA,NA,NA,Houston Christian,No
2244,4999,Andrew Goudelock,2012,2013,G,6-3,200,"December 7, 1988",College of Charleston,No
2245,NA,Anthony Gurley,2012,2012,NA,NA,NA,NA,"Wake Forest, Massachusetts",No
2246,NA,Anthony Johnson,2012,2012,NA,NA,NA,NA,Montana,No
2247,NA,Anthony Moody,2012,2012,NA,NA,NA,NA,NA,No
2248,NA,Anthony Newell,2012,2012,NA,NA,NA,NA,Ball State,No
2249,NA,Anthony Simpson,2012,2012,NA,NA,NA,NA,Kent State,No
2250,NA,Anthony Vereen,2012,2016,F,6-6,244,"January 21, 1986",UT Arlington,No
2251,4647,Antoine Wright,2012,2013,G,6-7,210,"February 6, 1984",Texas A&M,No
2252,NA,Antonio Graves,2012,2012,NA,NA,NA,NA,Pittsburgh,No
2253,NA,Antonio Smith,2012,2012,NA,NA,NA,NA,Michigan State,No
2254,NA,Ashton Mitchell,2012,2012,NA,NA,NA,NA,Sam Houston,No
2255,NA,B.J. Jenkins,2012,2012,NA,NA,NA,NA,"Liberty, Murray State",No
2256,NA,Ben Colon,2012,2012,NA,NA,NA,NA,NA,No
2257,NA,Ben McCauley,2012,2012,NA,NA,NA,NA,NC State,No
2258,NA,Ben Strong,2012,2016,C,6-11,230,"September 10, 1986",NA,No
2259,NA,Billy McShepard,2012,2012,NA,NA,NA,NA,NA,No
2260,NA,Billy Rush,2012,2012,NA,NA,NA,NA,NA,No
2261,NA,Billy White,2012,2012,NA,NA,NA,NA,San Diego State,No
2262,5678,Brad Wanamaker,2012,2019,G,6-3,210,"July 25, 1989",Pittsburgh,No
2263,NA,Brady Morningstar,2012,2013,NA,NA,NA,NA,Kansas,No
2264,NA,Brandon Ewing,2012,2012,NA,NA,NA,NA,Wyoming,No
2265,NA,Brian Barkdoll,2012,2012,NA,NA,NA,NA,NA,No
2266,NA,Bruce Price,2012,2012,NA,NA,NA,NA,Tennessee State,No
