Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,HOF,Active
1994,Johnny Mathis,1968,1968,F,6-6,220,"July 14, 1943",Savannah State University,No,No
1995,Elton McGriff,1968,1969,C,6-9,225,"August 21, 1942","City College of San Francisco, Creighton",No,No
1996,Maurice McHartley,1968,1970,G-F,6-3,185,"August 1, 1942",North Carolina A&T,No,No
1997,Bob McIntyre,1968,1970,F,6-6,215,"January 23, 1944",St. John's,No,No
1998,Stan McKenzie,1968,1974,F-G,6-5,195,"October 6, 1944",NYU,No,No
1999,Dewitt Menyard,1968,1968,C,6-10,210,"May 24, 1944","Allan Hancock College, Utah",No,No
2000,Bill Meyer,1968,1968,G,6-3,195,"August 30, 1943",Hiram College,No,No
2001,Jay Miller,1968,1971,F,6-5,205,"July 19, 1943",Notre Dame,No,No
2002,Leland Mitchell,1968,1968,G,6-4,210,"February 22, 1941","Pearl River Community College, Mississippi State",No,No
2003,Doug Moe,1968,1972,F-G,6-5,215,"September 21, 1938",UNC,No,No
2004,Earl Monroe,1968,1980,G,6-3,185,"November 21, 1944",Winston-Salem State,Yes,No
2005,Larry Moore,1968,1968,F,6-7,215,"July 10, 1942",Florida State,No,No
2006,Richie Moore,1968,1968,G,6-2,190,NA,"Villanova, Hiram Scott College",No,No
2007,John Morrison,1968,1968,G,6-2,190,"May 2, 1945",Canisius,No,No
2008,Willie Murrell,1968,1970,F,6-6,225,"September 13, 1941","Eastern Oklahoma State College, Kansas State",No,No
2009,Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942",Drake University,No,No
2010,Errol Palmer,1968,1968,F,6-5,195,NA,DePaul,No,No
2011,Rich Parks,1968,1968,F,6-7,235,"October 28, 1943",Saint Louis,No,No
2012,George Patterson,1968,1968,C-F,6-8,230,"November 26, 1939",Toledo,No,No
2013,Rich Peek,1968,1968,C,6-11,230,"October 28, 1943","Florida, Louisiana Tech",No,No
2014,George Peeples,1968,1973,C-F,6-7,190,"October 30, 1943",Iowa,No,No
2015,Ron Perry,1968,1970,G,6-3,190,"December 29, 1943",Virginia Tech,No,No
2016,Jerry Pettway,1968,1969,G-F,6-3,185,"February 13, 1944",Northwood University,No,No
2017,Willie Porter,1968,1969,F,6-7,205,"July 3, 1941",Tennessee State,No,No
2018,John Postley,1968,1968,F,6-5,220,"May 30, 1940",Bethune-Cookman College,No,No
2019,Cincy Powell,1968,1975,F-C,6-7,220,"February 25, 1942",University of Portland,No,No
2020,Mal Pradd,1968,1969,G,6-3,170,"November 17, 1944",Dillard University,No,No
2021,Bobby Rascoe,1968,1970,G-F,6-4,205,"July 22, 1940",Western Kentucky,No,No
2022,Jimmy Rayl,1968,1969,G,6-2,175,"June 21, 1941",Indiana,No,No
2023,Jim Reid,1968,1968,F,6-6,210,"August 3, 1945",Winston-Salem State,No,No
2024,Kendall Rhine,1968,1969,C,6-10,230,"February 13, 1943",Rice University,No,No
2025,Bob Riedy,1968,1968,F,6-6,215,"August 26, 1945",Duke,No,No
2026,Pat Riley,1968,1976,G-F,6-4,205,"March 20, 1945",Kentucky,Yes,No
2027,Red Robbins,1968,1975,F-C,6-8,190,"September 30, 1944","Chipola College, Tennessee",No,No
2028,Bob Rule,1968,1975,C-F,6-9,220,"June 29, 1944","Riverside Community College, Colorado State",No,No
2029,Rubin Russell,1968,1968,G,6-2,180,"November 7, 1944","Labette Community College, University of North Texas",No,No
2030,Al Salvadori,1968,1968,F,6-9,220,"May 6, 1945",South Carolina,No,No
2031,Roger Schurig,1968,1968,G,6-3,185,"April 3, 1942",Vanderbilt,No,No
2032,Paul Scranton,1968,1968,F,6-5,230,"April 30, 1944",Cal Poly Pomona,No,No
2033,Les Selvage,1968,1970,G,6-1,175,"March 7, 1943",Truman State University,No,No
2034,Grant Simmons,1968,1969,G,6-3,190,"March 7, 1943",Nebraska,No,No
2035,Walt Simon,1968,1974,F-G,6-6,200,"December 1, 1939",Benedict College,No,No
2036,Sam Smith,1968,1971,F,6-7,230,"January 27, 1944","Louisville, Kentucky Wesleyan College",No,No
2037,Craig Spitzer,1968,1968,C,7-0,225,"December 18, 1945",Tulane,No,No
2038,Bruce Spraggins,1968,1968,F,6-5,188,"August 31, 1939",Virginia Union University,No,No
2039,Randy Stoll,1968,1968,C,6-7,235,NA,Washington State,No,No
2040,Red Stroud,1968,1968,G,6-0,160,"May 2, 1941",Mississippi State,No,No
2041,George Sutor,1968,1970,C,6-8,235,"September 14, 1943",La Salle,No,No
2042,Levern Tart,1968,1971,G-F,6-2,195,"June 1, 1942",Bradley,No,No
2043,Willis Thomas,1968,1968,G,6-2,185,NA,Harbor College,No,No
2044,Skip Thoren,1968,1970,C,6-10,230,"April 5, 1943",Illinois,No,No
2045,Al Tucker,1968,1972,F,6-8,190,"February 24, 1943",Oklahoma Baptist University,No,No
2046,Bill Turner,1968,1973,F,6-7,220,"February 18, 1944",University of Akron,No,No
2047,Gary Turner,1968,1968,F,6-7,200,"November 23, 1942","Paris Junior College, TCU",No,No
2048,Herschell Turner,1968,1968,G,6-2,195,"March 29, 1938",Nebraska,No,No
2049,Steve Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke,No,No
2050,Bob Verga,1968,1974,G,6-1,190,"September 7, 1945",Duke,No,No
2051,Jimmy Walker,1968,1976,G,6-3,195,"April 8, 1944",Providence,No,No
2052,Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney (PA),No,No
2053,Rick Weitzman,1968,1968,G,6-2,175,"April 30, 1946",Northeastern University,No,No
2054,Roland West,1968,1968,G,6-4,178,"June 6, 1944",Cincinnati,No,No
2055,Dexter Westbrook,1968,1968,F,6-8,190,NA,Providence,No,No
2056,John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944",Virginia Tech,No,No
2057,Hank Whitney,1968,1970,F-C,6-7,230,"April 28, 1939",Iowa State,No,No
2058,Ron Widby,1968,1968,F,6-4,210,"March 9, 1945",Tennessee,No,No
2059,Ken Wilburn,1968,1969,F,6-6,195,"June 8, 1944",Central State University,No,No
2060,Art Williams,1968,1975,G,6-1,180,"September 29, 1939",Cal Poly Pomona,No,No
2061,Charlie Williams,1968,1973,G,6-0,165,"September 5, 1943",Seattle University,No,No
2062,Bobby Wilson,1968,1968,F,6-8,215,NA,Kansas,No,No
2063,Tommy Woods,1968,1968,F,6-7,210,"June 10, 1943",East Tennessee State University,No,No
2064,Tom Workman,1968,1971,F-C,6-7,218,"November 14, 1944",Seattle University,No,No
2065,Leroy Wright,1968,1969,F,6-9,215,"May 6, 1938",University of the Pacific,No,No
2066,Lonnie Wright,1968,1972,G,6-2,205,"January 23, 1945",Colorado State,No,No
2067,Zaid Abdul-Aziz,1969,1978,C-F,6-9,235,"April 7, 1946",Iowa State,No,No
2068,Rick Adelman,1969,1975,G,6-1,175,"June 16, 1946",Loyola Marymount,Yes,No
2069,Bob Allen,1969,1969,F,6-9,205,"July 17, 1946",Marshall,No,No
2070,Harry Barnes,1969,1969,F,6-3,205,"July 25, 1945",Northeastern University,No,No
2071,Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",Winston-Salem State,No,No
2072,Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",NC State,No,No
2073,Tom Boerwinkle,1969,1978,C,7-0,265,"August 23, 1945",Tennessee,No,No
2074,Ron Boone,1969,1981,G-F,6-2,200,"September 6, 1946","Iowa Western Community College, Clarinda Campus, Idaho State University",No,No
2075,Brian Brunkhorst,1969,1969,F,6-6,208,"June 12, 1945",Marquette,No,No
2076,Mike Butler,1969,1972,G,6-2,170,"October 22, 1946",Memphis,No,No
2077,Frank Card,1969,1973,F,6-7,195,"December 28, 1944",South Carolina State,No,No
2078,Don Carlos,1969,1969,G-F,6-5,210,"March 3, 1944",Otterbein College,No,No
2079,Jay Carty,1969,1969,F,6-8,220,"July 4, 1941",Oregon State,No,No
2080,Don Chaney,1969,1980,G,6-5,210,"March 22, 1946",Houston,No,No
2081,Wayne Chapman,1969,1972,G-F,6-6,190,"June 15, 1945",Western Kentucky,No,No
2082,John Clawson,1969,1969,F,6-4,200,"May 15, 1944",Michigan,No,No
2083,Glen Combs,1969,1975,G,6-2,185,"October 30, 1946",Virginia Tech,No,No
2084,Russ Critchfield,1969,1969,G,5-10,150,"June 27, 1946",California,No,No
2085,Dick Cunningham,1969,1975,C,6-10,245,"July 11, 1946",Murray State,No,No
2086,Lee Davis,1969,1976,C-F,6-8,235,"October 11, 1945",NC Central,No,No
2087,Don Dee,1969,1969,F,6-8,210,"August 9, 1943","Saint Louis, Saint Mary of the Plains College",No,No
2088,Rich Dumas,1969,1969,G,6-3,170,"April 21, 1944",Northeastern State University,No,No
2089,Jim Eakins,1969,1978,C,6-11,215,"May 24, 1946",BYU,No,No
2090,Penny Early,1969,1969,G,5-3,114,"May 30, 1943",NA,No,No
2091,Fred Foster,1969,1977,F,6-5,210,"March 18, 1946",Miami University,No,No
2092,Pat Frink,1969,1969,G,6-4,195,"February 18, 1945",Colorado,No,No
2093,Bill Gaines,1969,1969,G,6-4,185,"March 10, 1946",Texas A&M University-Commerce,No,No
2094,Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",South Carolina,No,No
2095,Dennis Grey,1969,1970,C-F,6-8,215,"August 26, 1947",California Western Uiversity,No,No
2096,Al Hairston,1969,1970,G,6-1,170,"December 11, 1945",Bowling Green,No,No
2097,Shaler Halimon,1969,1973,G-F,6-5,199,"March 30, 1945","Imperial Valley College, Utah State University",No,No
2098,Skip Harlicka,1969,1969,G,6-1,185,"October 14, 1946",South Carolina,No,No
2099,Art Harris,1969,1972,G,6-4,185,"January 13, 1947",Stanford,No,No
2100,Elvin Hayes,1969,1984,F-C,6-9,235,"November 17, 1945",Houston,Yes,No
2101,Bill Hewitt,1969,1975,F,6-7,210,"August 8, 1944",USC,No,No
2102,Bobby Hooper,1969,1969,G,6-0,180,"December 22, 1946",Dayton,No,No
2103,Bill Hosket,1969,1972,F-C,6-8,225,"December 20, 1946",Ohio State,No,No
2104,Willie Iverson,1969,1969,G,6-0,180,"October 8, 1945",Central Michigan University,No,No
2105,Elvin Ivory,1969,1969,F,6-8,210,"July 2, 1948",Louisiana,No,No
2106,Warren Jabali,1969,1975,G-F,6-2,200,"August 29, 1946",Wichita State,No,No
2107,Merv Jackson,1969,1973,G,6-3,175,"August 15, 1946",Utah,No,No
2108,Ed Johnson,1969,1971,C,6-8,205,"June 17, 1944",Tennessee State,No,No
2109,Rich Johnson,1969,1971,C,6-7,210,"December 18, 1946",Grambling State University,No,No
2110,Butch Joyner,1969,1969,F,6-5,200,"April 26, 1945",Indiana,No,No
2111,Bob Kauffman,1969,1975,F-C,6-8,240,"July 13, 1946",Guilford College,No,No
2112,Joe Kennedy,1969,1971,F,6-6,210,"January 12, 1947",Duke,No,No
2113,Jim Kissane,1969,1969,F,6-7,210,"August 17, 1946",Boston College,No,No
2114,Rod Knowles,1969,1969,F-C,6-9,215,"February 27, 1946",Davidson,No,No
2115,Tom Kondla,1969,1969,C,6-8,225,"November 30, 1946",Minnesota,No,No
2116,Tony Koski,1969,1969,F,6-8,215,"June 26, 1946",Providence,No,No
2117,Reggie Lacefield,1969,1969,G-F,6-5,230,"April 10, 1945",Western Michigan,No,No
2118,Edgar Lacey,1969,1969,F,6-6,190,"August 2, 1944",UCLA,No,No
2119,Stu Lantz,1969,1976,G,6-3,175,"July 13, 1946",Nebraska,No,No
2120,Manny Leaks,1969,1974,C-F,6-8,225,"November 27, 1945",Niagara University,No,No
2121,Mike Lewis,1969,1974,C-F,6-8,225,"March 18, 1946",Duke,No,No
2122,Henry Logan,1969,1970,G,6-0,180,"March 14, 1946",Western Carolina University,No,No
2123,Don May,1969,1975,F,6-4,200,"January 3, 1946",Dayton,No,No
2124,Larry Miller,1969,1975,G-F,6-4,190,"April 4, 1946",UNC,No,No
2125,Gene Moore,1969,1975,C-F,6-9,225,"July 29, 1945",Saint Louis,No,No
2126,Otto Moore,1969,1977,C-F,6-11,205,"August 27, 1946",University of Texas Rio Grande Valley,No,No
2127,Dave Newmark,1969,1971,C,7-0,240,"September 11, 1946",Columbia University,No,No
2128,Rich Niemann,1969,1972,C,7-0,245,"July 2, 1946",Saint Louis,No,No
2129,Barry Orms,1969,1970,G,6-3,190,"May 1, 1946",Saint Louis,No,No
2130,Charley Parks,1969,1969,F,6-5,210,NA,Idaho State University,No,No
2131,Charlie Paulk,1969,1972,F-C,6-8,219,"June 14, 1946",Northeastern State University,No,No
2132,Loy Petersen,1969,1970,G,6-5,205,"July 26, 1945",Oregon State,No,No
2133,Walt Piatkowski,1969,1972,F,6-8,220,"June 11, 1945",Bowling Green,No,No
2134,Bob Quick,1969,1972,F-G,6-5,215,"March 5, 1946",Xavier,No,No
2135,Craig Raymond,1969,1973,C,6-11,235,"April 5, 1945",BYU,No,No
2136,Mike Riordan,1969,1977,G-F,6-4,200,"July 9, 1945",Providence,No,No
2137,Willie Rogers,1969,1969,G-F,6-3,185,"September 11, 1945",Oklahoma,No,No
2138,Glynn Saulters,1969,1969,G,6-2,175,"February 10, 1945",Louisiana-Monroe,No,No
2139,Dale Schlueter,1969,1978,C,6-10,225,"November 12, 1945",Colorado State,No,No
2140,Don Sidle,1969,1972,F-C,6-8,215,"June 21, 1946",Oklahoma,No,No
2141,Doug Sims,1969,1969,F,6-7,195,"June 29, 1943",Kent State University,No,No
2142,Greg Smith,1969,1976,F,6-5,195,"January 28, 1947",Western Kentucky,No,No
2143,John Smith,1969,1970,C,7-0,235,"May 24, 1944",University of Southern Colorado,No,No
2144,Dan Sparks,1969,1970,F,6-8,200,"April 17, 1945","Vincennes University, Weber State",No,No
2145,George Stone,1969,1972,F,6-7,195,"February 9, 1946",Marshall,No,No
2146,Keith Swagerty,1969,1970,F,6-7,235,"October 30, 1945",University of the Pacific,No,No
2147,Jack Thompson,1969,1969,G,6-1,185,"March 26, 1946",South Carolina,No,No
2148,Dallas Thornton,1969,1970,G,6-4,190,"September 1, 1946",Kentucky Wesleyan College,No,No
2149,John Trapp,1969,1973,F,6-7,210,"October 2, 1945","Voorhees College, Pasadena City College, UNLV",No,No
2150,Wes Unseld,1969,1981,C-F,6-7,245,"March 14, 1946",Louisville,Yes,No
2151,Phil Wagner,1969,1969,G,6-2,190,"December 18, 1945",Georgia Tech,No,No
2152,Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State,No,No
2153,Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt,No,No
2154,Cliff Williams,1969,1969,G,6-3,180,"April 15, 1945",Bowling Green,No,No
2155,Ron Williams,1969,1976,G,6-3,188,"September 24, 1944",West Virginia,No,No
2156,Sam Williams,1969,1970,G,6-3,180,"January 22, 1945",Iowa,No,No
2157,Jasper Wilson,1969,1970,F,6-6,200,"July 12, 1947",Southern University and A&M College,No,No
2158,Willie Worsley,1969,1969,G,5-9,175,"November 13, 1945",Texas-El Paso,No,No
2159,Kareem Abdul-Jabbar,1970,1989,C,7-2,225,"April 16, 1947",UCLA,Yes,No
2160,Lucius Allen,1970,1979,G,6-2,175,"September 26, 1947",UCLA,No,No
2161,Wally Anderzunas,1970,1970,C-F,6-7,220,"January 11, 1946",Creighton,No,No
2162,Bob Arnzen,1970,1974,F,6-5,205,"November 3, 1947",Notre Dame,No,No
2163,John Arthurs,1970,1970,G,6-4,185,"August 15, 1947",Tulane,No,No
2164,Mike Barrett,1970,1973,G,6-2,155,"September 5, 1943",West Virginia Tech,No,No
2165,Johnny Baum,1970,1974,F,6-5,200,"June 17, 1946","Peirce College, Temple",No,No
2166,Butch Beard,1970,1979,G,6-3,185,"May 4, 1947",Louisville,No,No
2167,Larry Bergh,1970,1970,F,6-8,210,"April 2, 1945",Weber State,No,No
2168,Butch Booker,1970,1970,C,6-10,230,"July 20, 1945",Cheyney (PA),No,No
2169,John Brisker,1970,1975,F-G,6-5,210,"June 15, 1947",Toledo,No,No
2170,Bill Bunting,1970,1972,F-C,6-8,200,"August 26, 1947",UNC,No,No
2171,Walt Byrd,1970,1970,F,6-7,205,NA,Temple,No,No
2172,Mack Calvin,1970,1981,G,6-0,165,"July 27, 1947","Long Beach City College, USC",No,No
2173,Larry Cannon,1970,1974,G,6-4,195,"April 12, 1947",La Salle,No,No
2174,Fred Carter,1970,1977,G-F,6-3,185,"February 14, 1945",Mount St. Mary's University,No,No
2175,Bob Christian,1970,1974,C,6-10,255,"May 11, 1946",Grambling State University,No,No
2176,Al Cueto,1970,1971,C-F,6-7,230,"August 2, 1946","St. Gregory's University, Tulsa",No,No
2177,Bob Dandridge,1970,1982,F-G,6-6,195,"November 15, 1947",Norfolk State,Yes,No
2178,Mike Davis,1970,1973,G,6-3,185,"July 26, 1946",Virginia Union University,No,No
2179,Billy Evans,1970,1970,G,6-0,170,"March 3, 1947",Boston College,No,No
2180,Calvin Fowler,1970,1970,G,6-0,175,"February 11, 1940",Saint Francis University,No,No
2181,Dick Garrett,1970,1974,G,6-3,185,"January 31, 1947",Southern Illinois,No,No
2182,Jack Gillespie,1970,1970,F,6-6,215,"October 1, 1947",Montana State,No,No
2183,Herm Gilliam,1970,1977,G-F,6-3,190,"May 5, 1946",Purdue,No,No
2184,Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University,No,No
2185,Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University,No,No
2186,Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University,No,No
2187,Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",UNC,No,No
2188,Tom Hagan,1970,1971,G,6-3,185,"January 29, 1947",Vanderbilt,No,No
2189,Spencer Haywood,1970,1983,F-C,6-8,225,"April 22, 1949","Trinidad State Junior College, Detroit Mercy",Yes,No
2190,Brian Heaney,1970,1970,G,6-2,180,"September 3, 1946",Acadia University,No,No
2191,Simmie Hill,1970,1974,F,6-7,233,"November 14, 1946","Wichita State, Cameron University, West Texas A&M University",No,No
2192,Hal Jeter,1970,1970,G,6-3,190,"May 17, 1945",Drake University,No,No
2193,Rich Jones,1970,1977,F-C,6-6,220,"December 27, 1946","Illinois, Memphis",No,No
2194,Wil Jones,1970,1978,F,6-8,205,"February 27, 1947",Albany State University,No,No
2195,Bill Keller,1970,1976,G,5-10,177,"August 30, 1947",Purdue,No,No
2196,Julius Keye,1970,1975,F-C,6-10,200,"September 5, 1946","South Carolina State, Alcorn State",No,No
2197,Wilbur Kirkland,1970,1970,F,6-7,190,NA,Cheyney (PA),No,No
2198,Steve Kuberski,1970,1978,F-C,6-8,215,"November 6, 1947",Bradley,No,No
2199,Sammy Little,1970,1970,G,6-0,180,"March 29, 1946",Delta State University,No,No
2200,Gene Littles,1970,1975,G,6-0,160,"June 29, 1943",High Point University,No,No
2201,Lonnie Lynn,1970,1970,F,6-7,215,"May 24, 1943","Upper Iowa University, Wilberforce University",No,No
2202,Mike Lynn,1970,1971,F,6-7,215,"November 25, 1945",UCLA,No,No
2203,Willie McCarter,1970,1972,G,6-3,175,"July 26, 1946",Drake University,No,No
2204,Jerry McKee,1970,1970,G,6-3,190,"August 4, 1946",Ohio University,No,No
2205,Steve Mix,1970,1983,F,6-7,215,"December 30, 1947",Toledo,No,No
2206,Grady O'Malley,1970,1970,F,6-5,205,"April 25, 1948",Manhattan College,No,No
2207,Bud Ogden,1970,1971,F,6-6,215,"December 29, 1946",Santa Clara,No,No
2208,Bob Portman,1970,1973,F,6-5,200,"March 22, 1947",Creighton,No,No
2209,Luther Rackley,1970,1974,C,6-10,220,"June 11, 1946",Xavier,No,No
2210,George Reynolds,1970,1970,G,6-4,195,"November 23, 1947",Houston,No,No
2211,Rick Roberson,1970,1976,C-F,6-9,231,"July 7, 1947",Cincinnati,No,No
2212,Jerry Rook,1970,1970,F,6-5,219,"October 27, 1943",Arkansas State University,No,No
2213,Dave Scholz,1970,1970,F,6-8,220,"April 12, 1948",Illinois,No,No
2214,Willie Scott,1970,1970,F,6-5,210,"May 22, 1947",Alabama State University,No,No
2215,Lynn Shackelford,1970,1970,F,6-5,190,"August 27, 1947",UCLA,No,No
2216,Bingo Smith,1970,1980,F-G,6-5,195,"February 26, 1946",Tulsa,No,No
2217,Erv Staggs,1970,1970,F-G,6-6,195,"September 1, 1948","North Carolina A&T, Cheyney (PA)",No,No
2218,Skeeter Swift,1970,1974,G,6-3,204,"June 19, 1946",East Tennessee State University,No,No
2219,Fatty Taylor,1970,1977,G,6-0,175,"March 13, 1946","Dodge City Community College, La Salle",No,No
2220,Ron Taylor,1970,1972,C,7-1,265,"November 21, 1947",USC,No,No
2221,Floyd Theard,1970,1970,G,6-1,170,"September 5, 1944",Kentucky State University,No,No
2222,Justus Thigpen,1970,1974,G,6-1,160,"August 13, 1947","Mott Community College, Weber State",No,No
2223,George Thompson,1970,1975,G,6-2,200,"November 29, 1947",Marquette,No,No
2224,George Tinsley,1970,1972,F,6-5,205,"September 19, 1946",Kentucky Wesleyan College,No,No
2225,Norm Van Lier,1970,1979,G,6-1,173,"April 1, 1947",Saint Francis University,No,No
2226,Neal Walk,1970,1977,C,6-10,220,"July 29, 1948",Florida,No,No
2227,John Warren,1970,1974,G-F,6-3,180,"July 7, 1947",St. John's,No,No
2228,Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,No,No
2229,Jo Jo White,1970,1981,G,6-3,190,"November 16, 1946",Kansas,Yes,No
2230,Bernie Williams,1970,1974,G,6-3,175,"December 30, 1945",La Salle,No,No
2231,Gene Williams,1970,1970,F,6-7,235,"April 1, 1947",Kansas State,No,No
2232,Lee Winfield,1970,1976,G,6-2,174,"February 4, 1947",University of North Texas,No,No
2233,Willie Wise,1970,1978,F,6-5,210,"March 3, 1947","City College of San Francisco, Drake University",No,No
2234,Greg Wittman,1970,1971,F,6-8,210,"May 10, 1947",Western Carolina University,No,No
2235,Bob Woollard,1970,1970,C,6-10,225,"July 27, 1940",Wake Forest,No,No
2236,Don Adams,1971,1977,F,6-6,210,"November 27, 1947",Northwestern,No,No
2237,Tiny Archibald,1971,1984,G,6-1,150,"September 2, 1948","Arizona Western College, Texas-El Paso",Yes,No
2238,Jim Ard,1971,1978,F-C,6-8,215,"September 19, 1948",Cincinnati,No,No
2239,Dennis Awtrey,1971,1982,C,6-10,235,"February 22, 1948",Santa Clara,No,No
2240,Walker Banks,1971,1971,C,6-10,205,"August 26, 1947",Western Kentucky,No,No
2241,Moe Barr,1971,1971,G,6-4,195,"June 19, 1944",Duquesne,No,No
2242,Tom Black,1971,1971,C,6-10,220,"July 9, 1941",South Dakota State,No,No
2243,Clarence Brookins,1971,1971,F,6-4,190,NA,Temple,No,No
2244,Jimmy Collins,1971,1972,G,6-2,175,"November 24, 1946",New Mexico State,No,No
2245,Joe Cooke,1971,1971,G,6-3,175,"August 14, 1948",Indiana,No,No
2246,Dave Cowens,1971,1983,C-F,6-9,230,"October 25, 1948",Florida State,Yes,No
2247,Bobby Croft,1971,1971,C,6-10,200,"March 17, 1946",Tennessee,No,No
2248,Pete Cross,1971,1973,C-F,6-9,230,"March 28, 1948",San Francisco,No,No
2249,Mack Daughtry,1971,1971,G,6-3,175,"July 20, 1946",Albany State University,No,No
2250,Willie Davis,1971,1971,C,6-8,234,"August 9, 1945",University of North Texas,No,No
2251,Billy DeAngelis,1971,1971,G,6-1,180,"October 5, 1946",Saint Joseph's,No,No
2252,Joe DePre,1971,1973,G,6-3,185,"December 19, 1947",St. John's,No,No
2253,Coby Dietrick,1971,1983,C-F,6-10,220,"July 23, 1948",San Jose State,No,No
2254,Terry Driscoll,1971,1975,F,6-7,215,"August 28, 1947",Boston College,No,No
2255,Claude English,1971,1971,F,6-4,185,"December 26, 1946",Rhode Island,No,No
2256,Greg Fillmore,1971,1972,C,7-1,240,"March 7, 1947",Cheyney (PA),No,No
2257,Levi Fontaine,1971,1971,G,6-4,190,"November 1, 1948",University of Maryland Eastern Shore,No,No
2258,Jake Ford,1971,1972,G,6-3,180,"April 29, 1945",University of Maryland Eastern Shore,No,No
2259,Gary Freeman,1971,1971,F,6-9,210,"July 25, 1948",Oregon State,No,No
2260,Carl Fuller,1971,1972,C,6-9,225,"January 10, 1946",Bethune-Cookman College,No,No
2261,Walt Gilmore,1971,1971,F,6-6,225,"February 27, 1947",Fort Valley State University,No,No
2262,Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948","Southwestern Christian College, University of North Texas",No,No
2263,Jim Hayes,1971,1971,G,6-3,200,"February 18, 1948",Boston University,No,No
2264,Gar Heard,1971,1981,F,6-6,219,"May 3, 1948",Oklahoma,No,No
2265,Al Henry,1971,1972,C,6-9,190,"February 9, 1949",Wisconsin,No,No
2266,Charlie Hentz,1971,1971,F,6-5,210,"September 13, 1947",University of Arkansas at Pine Bluff,No,No
2267,Dan Hester,1971,1971,F,6-8,210,"November 8, 1948","Murray State College, LSU",No,No
2268,Earle Higgins,1971,1971,F,6-8,195,"December 30, 1946","Casper College, Eastern Michigan",No,No
2269,A.W. Holt,1971,1971,F,6-7,210,"August 26, 1946",Jackson State University,No,No
2270,Greg Howard,1971,1972,F-C,6-9,215,"January 8, 1948",New Mexico,No,No
2271,John Hummer,1971,1976,F-C,6-9,230,"May 4, 1948",Princeton,No,No
2272,Greg Hyder,1971,1971,F,6-6,215,"June 21, 1948",Eastern New Mexico University,No,No
2273,George Irvine,1971,1976,F-G,6-6,200,"February 1, 1948",Washington,No,No
2274,Dan Issel,1971,1985,C-F,6-9,235,"October 25, 1948",Kentucky,Yes,No
2275,George Johnson,1971,1974,C,6-11,245,"June 19, 1947",Stephen F. Austin,No,No
2276,John Johnson,1971,1982,F,6-7,200,"October 18, 1947","Northwest College, Iowa",No,No
2277,Earnie Killum,1971,1971,G,6-3,180,"June 11, 1948",Stetson University,No,No
2278,Lonnie Kluttz,1971,1971,F,6-7,220,"September 17, 1945",North Carolina A&T,No,No
2279,Ron Knight,1971,1972,F,6-7,215,"August 4, 1947","California State University, Los Angeles",No,No
2280,Sam Lacey,1971,1983,C,6-10,235,"March 28, 1948",New Mexico State,No,No
2281,Wendell Ladner,1971,1975,F,6-5,220,"October 6, 1948",Southern Miss,No,No
2282,Bob Lanier,1971,1984,C,6-11,250,"September 10, 1948",St. Bonaventure,Yes,No
2283,Harry Laurie,1971,1971,G,6-1,178,"November 2, 1944","Loyola Chicago, Saint Peter's College",No,No
2284,Chuck Lloyd,1971,1971,C-F,6-8,220,"May 22, 1947",Yankton College,No,No
2285,Mike Maloy,1971,1973,F,6-7,215,"May 10, 1949",Davidson,No,No
2286,Pete Maravich,1971,1980,G,6-5,197,"June 22, 1947",LSU,Yes,No
2287,Harvey Marlatt,1971,1973,G,6-3,185,"August 26, 1948",Eastern Michigan,No,No
2288,Eddie Mast,1971,1973,F-C,6-9,220,"October 3, 1948",Temple,No,No
2289,Rod McDonald,1971,1973,F,6-6,205,"April 9, 1945",Whitworth,No,No
2290,Jim McMillian,1971,1979,F,6-5,215,"March 11, 1948",Columbia University,No,No
2291,Larry Mikan,1971,1971,F,6-7,210,"April 8, 1948",Minnesota,No,No
2292,Rex Morgan,1971,1972,G,6-5,190,"October 27, 1948",Jacksonville University,No,No
2293,Rick Mount,1971,1975,G,6-3,175,"January 5, 1947",Purdue,No,No
2294,Calvin Murphy,1971,1983,G,5-9,165,"May 9, 1948",Niagara University,Yes,No
2295,Ron Nelson,1971,1971,G,6-2,175,"October 7, 1946",New Mexico,No,No
2296,Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943",BYU,No,No
2297,Fran O'Hanlon,1971,1971,G,6-1,175,"August 24, 1948",Villanova,No,No
2298,Ralph Ogden,1971,1971,F,6-5,205,"January 25, 1948",Santa Clara,No,No
