Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Active
1324,Deanna Nolan,2001,2009,G-F,5-9,147,"August 25, 1979",Georgia,No
1325,Erin Perperoglou,2001,2009,F,6-3,181,"June 5, 1979",Master's College,No
1326,Georgia Schweitzer,2001,2003,G-F,6-0,NA,"January 31, 1979",Duke,No
1327,Hajdana Radunovic,2001,2001,C,6-3,187,"January 10, 1978",NA,No
1328,Helen Luz,2001,2003,G,5-8,144,"November 23, 1972",NA,No
1329,Ilona Korstine,2001,2001,G,6-0,160,"May 30, 1980",NA,No
1330,Jackie Stiles,2001,2002,G,5-8,144,"December 21, 1978",Missouri State,No
1331,Jaclyn Johnson,2001,2001,F,6-0,201,"March 16, 1979",Kansas,No
1332,Jae Kingi-Cross,2001,2006,G,5-8,150,"January 20, 1976",NA,No
1333,Janell Burse,2001,2009,C,6-5,199,"May 19, 1979",Tulane,No
1334,Jaynetta Saunders,2001,2002,F,5-11,145,"August 21, 1979",Texas A&M,No
1335,Jenny Mowe,2001,2003,C,6-5,NA,"February 25, 1978",Oregon,No
1336,Katarina Lazic,2001,2001,G,5-10,147,"May 25, 1980",NA,No
1337,Katie Douglas,2001,2014,G-F,6-0,165,"May 7, 1979",Purdue,No
1338,Kelly Miller,2001,2012,G,5-10,140,"September 6, 1978",Georgia,No
1339,Kelly Santos,2001,2008,F,6-3,188,"November 10, 1979",NA,No
1340,Kelly Schumacher,2001,2009,C,6-5,183,"October 14, 1977",UConn,No
1341,Kristen Veal,2001,2002,G,5-10,150,"July 24, 1981",NA,No
1342,LaQuanda Barksdale,2001,2003,G,5-10,NA,"October 3, 1979",UNC,No
1343,Lauren Jackson,2001,2012,F-C,6-6,187,"May 11, 1981",NA,No
1344,Levys Torres,2001,2001,C,6-2,NA,"April 6, 1978","Chipola College, Florida State",No
1345,Mactabene Amachree,2001,2005,F,6-1,175,"January 30, 1978",NA,No
1346,Maren Walseth,2001,2002,F,6-2,NA,"October 28, 1978",Penn State,No
1347,Marie Ferdinand-Harris,2001,2011,G,5-9,162,"October 13, 1978",LSU,No
1348,Michaela Pavlickova,2001,2003,F,6-3,175,"November 27, 1977",Denver,No
1349,Nadine Malcolm,2001,2002,F,6-1,170,"November 27, 1975",Providence,No
1350,Nekeshia Henderson,2001,2001,G,5-8,NA,"February 28, 1973",Texas,No
1351,Nicole Levandusky,2001,2001,G,5-8,NA,"May 17, 1979",Xavier,No
1352,Niele Ivey,2001,2005,G,5-7,149,"September 24, 1977",Notre Dame,No
1353,Pat Luckey,2001,2001,F,6-1,NA,"May 14, 1975",Houston,No
1354,Penny Taylor,2001,2016,F,6-1,165,"May 24, 1981",NA,No
1355,Reshea Bristol,2001,2001,G,5-10,NA,"February 10, 1978",Arizona,No
1356,Ruth Riley,2001,2013,C,6-5,198,"August 28, 1979",Notre Dame,No
1357,Semeka Randall,2001,2004,G,5-9,164,"February 7, 1979",Tennessee,No
1358,Slobodanka Tuvic,2001,2004,C,6-4,194,"September 19, 1977",NA,No
1359,Stacey Ford,2001,2002,F,6-2,NA,"January 14, 1969",Georgia,No
1360,Svetlana Abrosimova,2001,2012,F,6-2,169,"July 9, 1980",UConn,No
1361,Tamara Stocks,2001,2001,F-C,6-3,NA,"January 29, 1979",Florida,No
1362,Tammy Sutton-Brown,2001,2012,C,6-4,199,"January 27, 1978",Rutgers University,No
1363,Tawona Alhaleem,2001,2001,F-G,6-0,NA,"October 17, 1974",DePaul,No
1364,Trisha Stafford-Odom,2001,2002,F,6-0,160,"November 11, 1970",California,No
1365,Tynesha Lewis,2001,2006,G,5-10,152,"May 8, 1979",NC State,No
1366,Wendi Willits,2001,2001,G,5-7,NA,"November 18, 1978",Arkansas,No
1367,Amber Hall,2002,2002,F,6-0,186,"December 29, 1977",Washington,No
1368,Andrea Gardner,2002,2008,F-C,6-3,190,"December 23, 1979",Howard University,No
1369,Asjha Jones,2002,2015,F,6-2,187,"August 1, 1980",UConn,No
1370,Ayana Walker,2002,2007,F,6-3,143,"September 10, 1979",Louisiana Tech,No
1371,Begona Garcia,2002,2002,G,5-5,NA,"September 3, 1976",NA,No
1372,Bernadette Ngoyisa,2002,2008,C,6-4,195,"August 26, 1982",NA,No
1373,Brandi McCain,2002,2002,G,5-3,135,"September 21, 1979",Florida,No
1374,Carolyn Moos,2002,2002,F-C,6-6,NA,"May 23, 1978",Stanford,No
1375,Danielle Crockrom,2002,2002,F,6-1,NA,"February 11, 1981",Baylor,No
1376,Davalyn Cunningham,2002,2002,F,6-0,NA,"January 27, 1980",Rutgers University,No
1377,Deanna Jackson,2002,2006,F,6-2,155,"December 15, 1979",UAB,No
1378,Elisa Aguilar,2002,2002,G,5-8,NA,"October 15, 1976",George Washington,No
1379,Erika de Souza,2002,2017,F-C,6-5,190,"March 9, 1982",NA,No
1380,Felicia Ragland,2002,2005,G,5-9,135,"February 3, 1980",Oregon State,No
1381,Hamchetou Maiga-Ba,2002,2010,F,6-2,167,"April 25, 1978",Old Dominion,No
1382,Iziane Castro Marques,2002,2013,F-G,6-0,140,"March 13, 1982",NA,No
1383,Jackie Moore,2002,2002,C,6-2,NA,"November 6, 1979",Cal State Long Beach,No
1384,Jill Chapman-Daily,2002,2002,C,6-4,NA,"November 4, 1979",Indiana,No
1385,Kayte Christensen,2002,2007,F,6-2,171,"November 16, 1980",UC Santa Barbara,No
1386,Kiesha Brown,2002,2010,G,5-10,134,"January 13, 1979",Georgia,No
1387,LaNeishea Caufield,2002,2002,G,5-9,NA,"May 25, 1980",Oklahoma,No
1388,Lenae Williams,2002,2002,G-F,5-11,155,"July 14, 1979",DePaul,No
1389,Linda Frohlich,2002,2007,F-C,6-2,185,"June 23, 1979",UNLV,No
1390,Lindsey Yamasaki,2002,2003,G-F,6-1,185,"June 2, 1980",Stanford,No
1391,Lucienne Berthieu,2002,2004,F-C,6-2,188,"March 31, 1978",Old Dominion,No
1392,Michelle Snow,2002,2015,C,6-5,145,"March 20, 1980",Tennessee,No
1393,Nikki Teasley,2002,2009,G,6-0,169,"March 22, 1979",UNC,No
1394,Shaunzinski Gortman,2002,2006,G,5-10,158,"December 7, 1979",South Carolina,No
1395,Sheila Lambert,2002,2005,G,5-7,125,"July 21, 1980",Baylor,No
1396,Stacey Dales,2002,2007,F,6-0,155,"September 5, 1979",Oklahoma,No
1397,Sue Bird,2002,2022,G,5-9,150,"October 16, 1980",UConn,No
1398,Susanna Bonfiglio,2002,2002,G,5-8,NA,"September 8, 1974",NA,No
1399,Swin Cash,2002,2016,F,6-1,171,"September 22, 1979",UConn,No
1400,Takeisha Lewis,2002,2002,F-C,6-2,NA,"July 10, 1979",Louisiana Tech,No
1401,Tamara Moore,2002,2007,G,5-10,176,"April 11, 1980",Wisconsin,No
1402,Tamika Catchings,2002,2016,F,6-1,167,"July 21, 1979",Tennessee,No
1403,Tamika Williams,2002,2008,F,6-2,195,"April 12, 1980",UConn,No
1404,Zuzi Klimesova,2002,2003,F,6-2,NA,"January 21, 1979",Vanderbilt,No
1405,Aiysha Smith,2003,2004,F,6-2,173,"July 18, 1980",LSU,No
1406,Bethany Donaphin,2003,2004,F-C,6-2,195,"August 27, 1980",Stanford,No
1407,Chandra Johnson,2003,2003,C,6-3,NA,"March 19, 1981",Green Bay,No
1408,Chantelle Anderson,2003,2007,C,6-6,190,"January 22, 1981",Vanderbilt,No
1409,Cheryl Ford,2003,2009,F,6-3,195,"June 6, 1981",Louisiana Tech,No
1410,Coretta Brown,2003,2006,G,5-9,150,"October 21, 1980",UNC,No
1411,Courtney Coleman,2003,2003,F,6-0,NA,"April 13, 1981",Ohio State,No
1412,Edniesha Curry,2003,2005,G,5-4,138,"July 9, 1979",Oregon,No
1413,Erin Thorn,2003,2013,G,5-9,145,"May 19, 1981",BYU,No
1414,Gergana Slavtcheva,2003,2003,G,6-1,163,"October 20, 1979",Florida International University,No
1415,Gwen Jackson,2003,2005,F,6-3,182,"October 23, 1980",Tennessee,No
1416,Itoro Umoh-Coleman,2003,2003,G,5-7,NA,"February 21, 1977",Clemson,No
1417,Jocelyn Penn,2003,2004,F,6-0,160,"September 10, 1979",South Carolina,No
1418,Jordan Adams,2003,2003,C,6-3,NA,"May 24, 1981",New Mexico,No
1419,Jung Sun-Min,2003,2003,C,6-1,168,"October 12, 1974",NA,No
1420,K.B. Sharp,2003,2009,G,5-9,149,"April 18, 1981",Cincinnati,No
1421,Kara Lawson,2003,2015,G,5-9,150,"February 14, 1981",Tennessee,No
1422,LaToya Thomas,2003,2008,F,6-2,165,"July 6, 1981",Mississippi State,No
1423,Leigh Aziz,2003,2003,F,6-3,177,"February 28, 1979",Syracuse,No
1424,Nakia Sanford,2003,2013,C-F,6-4,190,"May 10, 1976",Kansas,No
1425,Nevriye Yilmaz,2003,2004,C,6-4,190,"June 16, 1980",NA,No
1426,Petra Ujhelyi,2003,2003,C,6-4,200,"December 17, 1980",South Carolina,No
1427,Plenette Pierson,2003,2017,F,6-2,195,"August 31, 1981",Texas Tech,No
1428,Shaquala Williams,2003,2003,G,5-6,135,"April 14, 1980",Oregon,No
1429,Sonja Mallory,2003,2003,C,6-5,NA,"September 2, 1981",Georgia Tech,No
1430,Tai Dillard,2003,2005,G,5-9,154,"May 6, 1981",Texas,No
1431,Teana Miller,2003,2007,C,6-3,220,"October 5, 1980",Tulane,No
1432,Teresa Edwards,2003,2004,G-F,5-11,NA,"July 9, 1964",Georgia,No
1433,Zuzana Zirkova,2003,2003,G,5-9,145,"June 6, 1980",NA,No
1434,Agnieszka Bibrzycka,2004,2006,G-F,6-2,168,"October 21, 1982",NA,No
1435,Alana Beard,2004,2019,G-F,5-11,160,"May 14, 1982",Duke,No
1436,Amber Jacobs,2004,2008,G,5-8,152,"June 29, 1982",Boston College,No
1437,Amisha Carter,2004,2005,F,6-2,179,"June 21, 1982",Louisiana Tech,No
1438,Ashley Robinson,2004,2013,C,6-4,180,"August 12, 1982",Tennessee,No
1439,Candace Futrell,2004,2004,G,5-10,154,"July 10, 1982",Duquesne,No
1440,Chandi Jones,2004,2006,G,5-9,150,"March 25, 1982",Houston,No
1441,Christi Thomas,2004,2010,F-C,6-4,198,"August 14, 1982",Georgia,No
1442,DeTrina White,2004,2005,F,5-11,180,"April 3, 1980",LSU,No
1443,Diana Taurasi,2004,2024,Guard,6-0,163,"June 11, 1982",UConn,Yes
1444,Doneeka Lewis,2004,2011,G,5-9,160,"July 19, 1982",LSU,No
1445,Ebony Hoffman,2004,2014,F,6-2,215,"August 27, 1982",USC,No
1446,Giuliana Mendiola,2004,2004,G,5-11,174,"January 9, 1982",Washington,No
1447,Gwen Slaughter,2004,2004,F,6-3,181,"July 1, 1980",Tulane,No
1448,Iciss Tillis,2004,2007,F-C,6-5,165,"December 6, 1981",Duke,No
1449,Isabel Sanchez,2004,2004,G,5-10,152,"November 28, 1976",NA,No
1450,Jennifer Derevjanik,2004,2008,G,5-10,140,"March 29, 1982",George Mason,No
1451,Jessica Brungo,2004,2006,F,6-1,165,"April 16, 1982",Penn State,No
1452,Jia Perkins,2004,2017,G,5-8,165,"February 23, 1982",Texas Tech,No
1453,Kaayla Chones,2004,2006,C,6-3,180,"January 11, 1981",NC State,No
1454,Kelly Mazzante,2004,2011,G,6-0,155,"February 2, 1982",Penn State,No
1455,Laura Macchi,2004,2005,F,6-1,169,"May 24, 1979",NA,No
1456,Le'coe Willingham,2004,2013,F,6-0,200,"February 10, 1981",Auburn,No
1457,Lindsay Taylor,2004,2004,C,6-8,200,"May 20, 1981",UC Santa Barbara,No
1458,Lindsay Whalen,2004,2018,G,5-9,170,"May 9, 1982",Minnesota,No
1459,Mandisa Stevenson,2004,2006,F-C,6-3,166,"February 4, 1982",Auburn,No
1460,Michelle Greco,2004,2004,G,5-9,145,"March 24, 1980",UCLA,No
1461,Monique Coker,2004,2004,F-C,6-2,180,"November 28, 1982",Old Dominion,No
1462,Nicole Ohlde,2004,2010,F-C,6-5,189,"March 13, 1982",Kansas State,No
1463,Nicole Powell,2004,2014,F,6-2,170,"June 22, 1982",Stanford,No
1464,Raffaella Masciadri,2004,2008,F,6-0,169,"September 30, 1980",NA,No
1465,Rebekkah Brunson,2004,2018,F,6-2,181,"December 11, 1981",Georgetown,No
1466,Shameka Christon,2004,2015,G,6-3,192,"February 15, 1982",Arkansas,No
1467,Shereka Wright,2004,2005,F,5-10,155,"September 21, 1981",Purdue,No
1468,Stacy Stephens,2004,2004,C,6-1,205,"January 21, 1982",Texas,No
1469,Tasha Butts,2004,2004,F,5-11,155,"March 10, 1982",Tennessee,No
1470,Tera Bjorklund,2004,2004,C,6-4,175,"June 29, 1982",Colorado,No
1471,Toccara Williams,2004,2004,G,5-9,145,"January 11, 1982",Texas A&M,No
1472,Trina Frierson,2004,2004,F,6-2,186,"August 23, 1979",Louisiana Tech,No
1473,Vanessa Hayden,2004,2009,C,6-4,240,"June 5, 1982",Florida,No
1474,Angelina Williams,2005,2006,G,6-0,149,"July 21, 1983",Illinois,No
1475,Ashley Battle,2005,2010,F,6-0,170,"May 31, 1982",UConn,No
1476,Belinda Snell,2005,2011,G,5-11,165,"January 10, 1981",NA,No
1477,Caity Matter,2005,2005,G,5-9,167,"August 22, 1982",Ohio State,No
1478,Cathrine Kraayeveld,2005,2013,F,6-3,183,"September 30, 1981",Oregon,No
1479,Chelsea Newton,2005,2009,G,5-11,154,"February 17, 1983",Rutgers University,No
1480,Edwige Lawson-Wade,2005,2010,G,5-6,130,"May 14, 1979",NA,No
1481,Francesca Zara,2005,2005,G,5-10,146,"December 8, 1976",NA,No
1482,Jacqueline Batteast,2005,2006,F,6-1,163,"March 26, 1983",Notre Dame,No
1483,Jamie Carey,2005,2008,G,5-6,135,"March 12, 1981",Texas,No
1484,Janel McCarville,2005,2016,F-C,6-2,225,"November 3, 1982",Minnesota,No
1485,Jenni Benningfield,2005,2005,F,6-3,185,"October 6, 1981",Vanderbilt,No
1486,Jennifer Smith,2005,2005,C,6-3,198,"April 10, 1982",Michigan,No
1487,Jessica Moore,2005,2013,F-C,6-3,175,"July 9, 1982",UConn,No
1488,Kara Braxton,2005,2014,C-F,6-6,225,"February 18, 1983",Georgia,No
1489,Katie Mattera,2005,2009,C,6-8,240,"November 17, 1982",Liberty,No
1490,Kendra Wecker,2005,2008,F,5-11,172,"December 16, 1982",Kansas State,No
1491,Kristen Mann,2005,2010,F,6-2,180,"August 10, 1983",UC Santa Barbara,No
1492,Kristin Haynie,2005,2009,G,5-9,147,"June 17, 1983",Michigan State,No
1493,Laura Summerton,2005,2006,C,6-2,167,"December 13, 1983",NA,No
1494,Laurie Koehn,2005,2012,G,5-8,145,"May 13, 1982",Kansas State,No
1495,Loree Moore,2005,2009,G,5-9,165,"March 21, 1983",Tennessee,No
1496,Marlous Nieuwveen,2005,2005,C,6-5,180,"April 12, 1980",Valparaiso,No
1497,Miao Lijie,2005,2005,G,5-11,154,"June 3, 1981",NA,No
1498,Natalia Vodopyanova,2005,2005,F,6-3,181,"April 6, 1981",NA,No
1499,Nuria Martinez,2005,2010,G,5-9,145,"February 29, 1984",NA,No
1500,Roneeka Hodges,2005,2015,G,5-11,165,"July 19, 1982",Florida State,No
1501,Sancho Lyttle,2005,2019,F,6-5,175,"September 20, 1983",Houston,No
1502,Sandora Irvin,2005,2011,F,6-3,185,"February 23, 1982",TCU,No
1503,Shyra Ely-Gash,2005,2011,F,6-2,182,"August 9, 1983",Tennessee,No
1504,Sui Feifei,2005,2005,G,6-1,162,"January 29, 1979",NA,No
1505,Susan King Borchardt,2005,2005,G,5-7,NA,"July 27, 1981",Stanford,No
1506,Suzy Batkovic-Brown,2005,2009,C,6-4,197,"December 17, 1980",NA,No
1507,Tan White,2005,2014,G,5-7,154,"September 27, 1982",Mississippi State,No
1508,Tanisha Wright,2005,2019,G,5-11,166,"November 29, 1983",Penn State,No
1509,Temeka Johnson,2005,2015,G,5-3,142,"September 6, 1982",LSU,No
1510,Yolanda Paige,2005,2005,G,5-6,147,"September 18, 1983",West Virginia,No
1511,Ambrosia Anderson,2006,2006,F,6-0,167,"March 14, 1984",BYU,No
1512,Anastasia Kostaki,2006,2006,G,5-7,137,"March 26, 1978",NA,No
1513,Ann Strother,2006,2008,G-F,6-3,166,"December 11, 1983",UConn,No
1514,Barbara Turner,2006,2009,G-F,5-10,182,"June 8, 1984",UConn,No
1515,Brandi Davis,2006,2006,G,6-0,172,"January 1, 1983",Oregon,No
1516,Brittany Wilkins,2006,2008,C,6-3,185,"June 15, 1983",Iowa State,No
1517,Brooke Queenan,2006,2008,F,6-2,185,"April 10, 1984",Boston College,No
1518,Candice Dupree,2006,2021,F,6-2,178,"August 16, 1984",Temple,No
1519,Cappie Pondexter,2006,2018,G,5-9,160,"January 7, 1983",Rutgers University,No
1520,Christelle N'Garsanet,2006,2006,C,6-3,168,"June 23, 1983",Missouri,No
1521,Cisti Greenwalt,2006,2006,C,6-5,183,"April 4, 1983",Texas Tech,No
1522,Crystal Smith,2006,2008,G,5-6,121,"March 12, 1984",Iowa,No
1523,Daliborka Vilipic,2006,2006,F-C,6-4,NA,"March 30, 1975",NA,No
1524,Emilie Gomis,2006,2006,G,5-9,135,"October 18, 1983",NA,No
1525,Emmeline Ndongue,2006,2006,C,6-2,170,"April 25, 1983",NA,No
1526,Erin Phillips,2006,2016,G,5-8,165,"May 19, 1985",NA,No
1527,Irina Osipova,2006,2006,C,6-5,190,"June 25, 1981",NA,No
1528,Jennifer Lacy,2006,2015,F,6-3,175,"March 21, 1983",Pepperdine,No
1529,Kasha Terry,2006,2008,C-F,6-3,185,"October 21, 1983",Georgia Tech,No
1530,Katie Cronin,2006,2006,G-F,6-0,155,"September 8, 1977",Colorado State,No
1531,Kim Smith,2006,2008,F,6-0,158,"May 7, 1984",Utah,No
1532,La'Tangela Atkinson,2006,2009,G-F,6-1,164,"March 22, 1984",UNC,No
1533,LaToya Bond,2006,2008,G,5-7,132,"February 13, 1984",Missouri,No
1534,Lisa Willis,2006,2009,G,6-1,170,"June 13, 1984",UCLA,No
1535,Liz Moeggenberg,2006,2007,F,6-1,195,"May 25, 1984",Michigan State,No
1536,Megan Duffy,2006,2008,G,5-7,135,"July 13, 1984",Notre Dame,No
1537,Megan Mahoney,2006,2007,F,6-0,160,"February 13, 1983",Kansas State,No
1538,Mistie Bass,2006,2016,F,6-3,189,"December 2, 1983",Duke,No
1539,Monique Currie,2006,2018,F,6-0,175,"February 25, 1983",Duke,No
1540,Nikki Blue,2006,2010,G,5-8,163,"April 29, 1984",UCLA,No
1541,Sabrina Palie,2006,2006,G,5-7,159,"July 23, 1981",NA,No
1542,Scholanda Dorrell,2006,2012,G,5-11,162,"January 9, 1983",LSU,No
1543,Seimone Augustus,2006,2020,G-F,6-0,174,"April 30, 1984",LSU,No
1544,Shanna Zolman,2006,2010,G,5-10,155,"September 7, 1983",Tennessee,No
1545,Sherill Baker,2006,2009,G,5-8,125,"December 3, 1982",Georgia,No
1546,Shona Thorburn,2006,2007,G,5-9,149,"August 7, 1982",Utah,No
1547,Sophia Young-Malcolm,2006,2015,F,6-1,165,"December 15, 1983",Baylor,No
1548,Tamara James,2006,2007,G-F,5-10,158,"June 13, 1984",Miami (FL),No
1549,Tiffany Stansbury,2006,2010,F-C,6-3,183,"January 16, 1983",NC State,No
1550,Tye'sha Fluker,2006,2008,C,6-5,209,"December 27, 1984",Tennessee,No
1551,Yelena Leuchanka,2006,2012,C,6-5,195,"April 30, 1983",West Virginia,No
1552,Zane Tamane,2006,2012,C,6-7,176,"September 24, 1983",Western Illinois University,No
1553,Alison Bales,2007,2011,C,6-7,218,"April 4, 1985",Duke,No
1554,Amy Sanders,2007,2007,G,5-11,156,"June 5, 1983",Hawaii,No
1555,Armintie Herrington,2007,2015,G,5-9,132,"April 3, 1985",Ole Miss,No
1556,Ashley Shields,2007,2008,G,5-10,155,"June 15, 1985",Southwest Tennessee Community College,No
1557,Bernice Mosby,2007,2009,F,6-1,140,"February 14, 1984",Baylor,No
1558,Camille Smith,2007,2019,F,6-2,180,"January 18, 1985",UNC,No
1559,Carla Thomas,2007,2007,F,6-3,200,"October 31, 1985",Vanderbilt,No
1560,Cathy Joens,2007,2008,G-F,5-11,165,"February 12, 1981",George Washington,No
1561,Claire Coggins,2007,2007,G,5-11,170,"May 19, 1985",Kansas State,No
1562,Cori Chambers,2007,2007,G,5-9,160,"July 6, 1985",Georgia,No
1563,Dee Davis,2007,2007,G,5-7,138,"November 8, 1984",Vanderbilt,No
1564,Erin Grant,2007,2007,G,5-8,125,"June 13, 1984",Texas Tech,No
1565,Evanthia Maltsi,2007,2007,G-F,5-11,165,"December 20, 1978",NA,No
1566,Gillian Goring,2007,2007,C,6-7,225,"June 7, 1983",NC State,No
1567,Ivory Latta,2007,2017,G,5-6,138,"September 25, 1984",UNC,No
1568,Jessica Davenport,2007,2012,C,6-5,215,"June 24, 1985",Ohio State,No
1569,Kamesha Hairston,2007,2007,F,6-0,146,"August 18, 1985",Temple,No
1570,Kathrin Ress,2007,2007,F,6-4,NA,"June 26, 1985",Boston College,No
1571,Katie Gearlds,2007,2009,G-F,6-1,184,"October 26, 1984",Purdue,No
1572,Lindsay Bowen,2007,2007,G,5-7,145,"October 25, 1983",Michigan State,No
1573,Lindsey Harding,2007,2016,G,5-8,139,"June 12, 1984",Duke,No
1574,Marta Fernandez,2007,2007,G,5-11,138,"December 21, 1981",NA,No
1575,Martina Weber,2007,2007,C,6-5,200,"June 1, 1982",Iona College,No
1576,Navonda Moore,2007,2008,G,5-10,145,"November 4, 1984",Alabama,No
1577,Noelle Quinn,2007,2018,G,6-0,178,"January 3, 1985",UCLA,No
1578,Shay Doron,2007,2007,G,5-9,145,"April 1, 1985",Maryland,No
1579,Shay Murphy,2007,2017,G,5-11,164,"April 15, 1985",USC,No
1580,Sidney Spencer,2007,2011,G,6-3,183,"March 7, 1985",Tennessee,No
1581,Stephanie Raymond,2007,2007,G,5-5,139,"January 15, 1985",Northern Illinois,No
1582,Tiffany Jackson-Jones,2007,2017,F,6-3,185,"April 26, 1985",Texas,No
1583,Tyresa Smith,2007,2007,F,6-0,NA,"April 21, 1985",University of Delaware,No
1584,A'Quonesia Franklin,2008,2009,G,5-4,154,"September 29, 1985",Texas A&M,No
1585,Adrianne Ross,2008,2008,G,5-8,142,"November 23, 1984",TCU,No
1586,Alexis Hornbuckle,2008,2013,G,5-10,164,"October 16, 1985",Tennessee,No
1587,Allie Quigley,2008,2022,G,5-10,142,"June 20, 1986",DePaul,No
1588,Amber Holt,2008,2012,F,6-0,170,"June 7, 1985",Middle Tennessee,No
1589,Brooke Smith,2008,2010,F-C,6-3,188,"April 30, 1984",Stanford,No
1590,Candace Parker,2008,2023,F-C,6-4,184,"April 19, 1986",Tennessee,No
1591,Candice Wiggins,2008,2015,G,5-11,147,"February 14, 1987",Stanford,No
1592,Charde Houston,2008,2014,F,6-0,180,"April 10, 1986",UConn,No
1593,Charel Allen,2008,2008,G,5-11,135,"July 23, 1986",Notre Dame,No
1594,Chioma Nnamaka,2008,2008,G,6-0,NA,"June 15, 1985",Georgia Tech,No
1595,Chrissy Givens,2008,2008,G,5-11,NA,"July 26, 1985",Middle Tennessee,No
1596,Crystal Kelly,2008,2010,F,6-2,201,"September 15, 1986",Western Kentucky,No
1597,Crystal Langhorne,2008,2020,F-C,6-2,185,"October 27, 1986",Maryland,No
1598,Danielle Page,2008,2008,F,6-2,189,"November 14, 1986",Nebraska,No
1599,Erica White,2008,2009,G,5-3,135,"August 26, 1986",LSU,No
1600,Erlana Larkins,2008,2018,F,6-1,205,"April 2, 1986",UNC,No
1601,Essence Carson,2008,2020,G,6-0,163,"July 28, 1986",Rutgers University,No
1602,Florina Pascalau,2008,2008,C,6-4,187,"January 19, 1982",NA,No
1603,Jolene Anderson,2008,2008,G,5-8,166,"July 22, 1986",Wisconsin,No
1604,Kamela Gissendanner,2008,2008,F,6-1,178,"July 27, 1985",Penn State,No
1605,Kerri Gardin,2008,2011,F,6-1,168,"May 19, 1984",Virginia Tech,No
1606,Ketia Swanier,2008,2012,G,5-7,150,"August 10, 1986",UConn,No
1607,Khadijah Whittington,2008,2009,F,6-1,185,"August 5, 1986",NC State,No
1608,Kimberly Beck,2008,2008,G,5-8,125,"December 27, 1985",George Washington,No
1609,Kristen O'Neill,2008,2008,G-F,6-1,158,"April 12, 1983",Washington,No
1610,Krystal Vaughn,2008,2008,F,6-1,160,"September 8, 1986",VCU,No
1611,LaToya Sanders,2008,2019,F-C,6-2,170,"September 11, 1986",UNC,No
1612,Laura Harper,2008,2009,F-C,6-5,186,"April 11, 1986",Maryland,No
1613,Leah Rush,2008,2008,F,6-1,175,"October 25, 1984",Oklahoma,No
1614,Leilani Mitchell,2008,2021,G,5-5,138,"June 15, 1985",Utah,No
1615,Marcedes Walker,2008,2008,C,6-3,253,"October 17, 1986",Pitt,No
1616,Matee Ajavon,2008,2017,G,5-8,160,"May 7, 1986",Rutgers University,No
1617,Morenike Atunrase,2008,2008,G-F,5-10,143,"April 14, 1986",Texas A&M,No
1618,Nicky Anosike,2008,2012,F-C,6-3,210,"February 27, 1986",Tennessee,No
1619,Olayinka Sanni,2008,2011,F-C,6-2,200,"August 21, 1985",West Virginia,No
1620,Quianna Chaney,2008,2008,G,5-11,160,"April 14, 1986",LSU,No
1621,Sandrine Gruda,2008,2017,F-C,6-4,185,"June 25, 1987",NA,No
1622,Sequoia Holmes,2008,2018,G,6-1,155,"June 13, 1986",UNLV,No
1623,Shannon Bobbitt,2008,2012,G,5-2,130,"December 6, 1985",Tennessee,No
1624,Sharnee Zoll,2008,2013,G,5-7,NA,"July 11, 1986",Virginia,No
1625,Sylvia Fowles,2008,2022,C,6-6,219,"October 6, 1985",LSU,No
1626,Tamera Young,2008,2019,F,6-2,175,"October 30, 1986",James Madison University,No
1627,Tasha Humphrey,2008,2009,C,6-3,190,"December 29, 1985",Georgia,No
1628,Val Berezhynska,2008,2008,C,6-4,NA,"April 10, 1986",Rice University,No
1629,Wanisha Smith,2008,2008,G,5-11,175,"July 9, 1985",Duke,No
1630,Willnett Crockett,2008,2008,F,6-2,215,"July 5, 1984",UConn,No
1631,Yuko Oga,2008,2008,G,5-6,140,"October 17, 1982",NA,No
1632,Anete Jekabsone-Zogota,2009,2014,G,5-9,167,"August 12, 1983",NA,No
1633,Angel McCoughtry,2009,2022,F-G,6-1,173,"September 10, 1986",Louisville,No
1634,Anna Montanana,2009,2009,F,6-1,190,"October 24, 1980",George Washington,No
1635,Ashley Walker,2009,2019,F-C,6-1,200,"February 24, 1987",California,No
1636,Briann January,2009,2022,G,5-8,148,"January 11, 1987",Arizona State,No
1637,Britany Miller,2009,2009,C,6-4,NA,"August 10, 1987",Florida State,No
1638,Chante Black,2009,2013,C,6-5,188,"November 12, 1985",Duke,No
1639,Chen Nan,2009,2009,C,6-6,180,"January 6, 1983",NA,No
1640,Christina Wirth,2009,2009,F,6-1,172,"April 18, 1987",Vanderbilt,No
1641,Courtney Paris,2009,2019,C,6-4,250,"September 21, 1987",Oklahoma,No
1642,DeWanna Bonner,2009,2024,Forward-Guard,6-4,140,"August 21, 1987",Auburn,Yes
1643,Kia Vaughn,2009,2022,C,6-4,205,"January 24, 1987",Rutgers University,No
1644,Kristi Cirone,2009,2009,G,5-8,136,"May 19, 1987",Illinois State,No
1645,Kristi Toliver,2009,2023,G,5-7,130,"January 27, 1987",Maryland,No
1646,Lauren Ervin,2009,2009,F,6-3,171,"March 24, 1985",Arkansas,No
1647,Lindsay Wisdom-Hylton,2009,2012,F,6-2,186,"May 26, 1986",Purdue,No
1648,Marissa Coleman,2009,2018,G-F,6-1,160,"January 4, 1987",Maryland,No
